   n, insertion_cmp, insertion_swaps, insertion_time, selection_cmp, selection_swaps, selection_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, radix_cmp, radix_swaps, radix_time
   0,             0,               0,              1,             0,               0,              2,         0,           0,          2,         0,           0,          0,         0,           0,          7
   1,             0,               0,              1,             0,               0,              2,         0,           0,          1,         0,           0,          0,         1,           0,         12
   2,             1,               0,              3,             1,               0,              2,         5,           2,         10,         1,           0,          4,         2,           0,         44
   3,             3,               1,              5,             3,               1,              4,         6,           3,          8,         2,           0,          6,         3,           0,         26
   4,             4,               1,              5,             6,               1,              5,        14,           5,         13,         5,           0,          8,         4,           0,         30
   5,             8,               4,              9,            10,               2,              7,        14,           6,         13,         8,           0,         11,         5,           0,         32
   6,            11,               6,             11,            15,               2,              9,        22,           8,         18,        10,           0,         12,         6,           0,         33
   7,            16,              10,             17,            21,               4,             13,        31,          12,         26,        13,           0,         15,         7,           0,         37
   8,            20,              13,             21,            28,               5,             16,        33,          13,         27,        16,           0,         19,         8,           0,         39
   9,            26,              18,             27,            36,               6,             20,        45,          16,         34,        19,           0,         19,         9,           0,         41
  10,            28,              19,             29,            45,               7,             23,        48,          17,         36,        25,           0,         23,        10,           0,         46
  11,            30,              20,             31,            55,               8,             28,        56,          22,         43,        27,           0,         25,        11,           0,         50
  12,            33,              22,             34,            66,               8,             33,        61,          24,         46,        28,           0,         27,        12,           0,         53
  13,            34,              22,             35,            78,               8,             36,        74,          26,         54,        32,           0,         30,        13,           0,         58
  14,            42,              29,             42,            91,               9,             42,        70,          21,         49,        38,           0,         33,        14,           0,         60
  15,            51,              37,             53,           105,              11,             48,        77,          27,         55,        42,           0,         36,        15,           0,         61
  16,            62,              47,             64,           120,              13,             54,        83,          31,         60,        46,           0,         39,        16,           0,         64
  17,            78,              62,             81,           136,              12,             60,        94,          30,         65,        51,           0,         42,        17,           0,         66
  18,            91,              74,             96,           153,              16,             67,       110,          36,         76,        53,           0,         45,        18,           0,         69
  19,            96,              78,            101,           171,              16,             75,       110,          34,         75,        59,           0,         49,        19,           0,         72
  20,           110,              91,            116,           190,              17,             82,       123,          43,         87,        66,           0,         53,        20,           0,         74
  21,           128,             108,            136,           210,              18,             91,       140,          40,         94,        72,           0,         57,        21,           0,         77
  22,           131,             110,            140,           231,              18,             98,       139,          40,         93,        75,           0,         58,        22,           0,         81
  23,           132,             110,            139,           253,              18,            105,       158,          44,        103,        76,           0,         62,        23,           0,         85
  24,           154,             131,            164,           276,              19,            114,       160,          51,        109,        80,           0,         64,        24,           0,         87
  25,           176,             152,            188,           300,              16,            122,       159,          44,        105,        84,           0,         66,        25,           0,         89
  26,           189,             164,            202,           325,              20,            133,       167,          54,        117,        92,           0,         71,        26,           0,         91
  27,           213,             187,            235,           351,              21,            144,       185,          53,        124,        95,           0,         75,        27,           0,         94
  28,           235,             208,            251,           378,              24,            154,       190,          58,        127,       104,           0,         79,        28,           0,         95
  29,           250,             222,            324,           406,              26,            150,       195,          62,        118,       108,           0,         73,        29,           0,         91
  30,           266,             237,            253,           435,              27,            156,       205,          63,        123,       113,           0,         76,        30,           0,         88
  31,           275,             245,            268,           465,              27,            167,       213,          69,        128,       117,           0,         79,        31,           0,         92
  32,           286,             255,            272,           496,              29,            176,       226,          73,        135,       120,           0,         80,        32,           0,         93
  33,           312,             280,            298,           528,              30,            188,       252,          78,        148,       126,           0,         85,        33,           0,         95
  34,           342,             309,            328,           561,              27,            200,       258,          77,        151,       133,           0,         88,        34,           0,         97
  35,           373,             339,            361,           595,              31,            210,       267,          83,        157,       136,           0,         91,        35,           0,        100
  36,           385,             350,            371,           630,              32,            222,       263,          84,        157,       145,           0,         95,        36,           0,        102
  37,           414,             378,            404,           666,              32,            238,       284,          90,        168,       147,           0,         97,        37,           0,        102
  38,           437,             400,            422,           703,              32,            244,       282,          92,        175,       152,           0,         99,        38,           0,        105
  39,           457,             419,            444,           741,              35,            260,       301,          91,        180,       160,           0,        104,        39,           0,        108
  40,           482,             443,            472,           780,              37,            271,       295,          95,        176,       169,           0,        109,        40,           0,        109
  41,           513,             473,            496,           820,              37,            284,       319,          89,        184,       175,           0,        112,        41,           0,        109
  42,           535,             494,            518,           861,              36,            302,       315,          98,        184,       178,           0,        113,        42,           0,        112
  43,           573,             531,            539,           903,              39,            288,       339,          99,        183,       183,           0,        108,        43,           0,        104
  44,           580,             537,            519,           946,              39,            302,       351,          99,        193,       193,           0,        113,        44,           0,        108
  45,           618,             574,            556,           990,              40,            351,       373,         108,        199,       199,           0,        115,        45,           0,        112
  46,           622,             577,            808,          1035,              41,            330,       383,         105,        208,       197,           0,        117,        46,           0,        124
  47,           656,             610,            589,          1081,              44,            342,       400,         104,        209,       200,           0,        118,        47,           0,        116
  48,           692,             645,            621,          1128,              43,            354,       405,         111,        221,       206,           0,        122,        48,           0,        118
  49,           720,             672,            647,          1176,              40,            370,       413,         116,        220,       212,           0,        125,        49,           0,        143
  50,           735,             686,            662,          1225,              46,            386,       414,         124,        374,       219,           0,        129,        50,           0,        125
  51,           776,             726,            743,          1275,              44,            400,       439,         120,        231,       229,           0,        132,        51,           0,        191
  52,           789,             738,           1050,          1326,              46,            423,       413,         126,        227,       232,           0,        137,        52,           0,        144
  53,           791,             739,            717,          1378,              47,            432,       455,         129,        243,       236,           0,        137,        53,           0,        130
  54,           832,             779,            954,          1431,              49,            502,       462,         131,        304,       244,           0,        218,        54,           0,        182
  55,           863,             809,            781,          1485,              51,            465,       470,         139,        289,       248,           0,        145,        55,           0,        137
  56,           882,             827,            799,          1540,              53,            624,       471,         137,        311,       263,           0,        151,        56,           0,        147
  57,           896,             840,            853,          1596,              54,            497,       468,         144,        251,       267,           0,        153,        57,           0,        136
  58,           906,             849,            879,          1653,              55,            517,       482,         149,        307,       267,           0,        155,        58,           0,        153
  59,           947,             889,            860,          1711,              57,            575,       498,         149,        270,       280,           0,        160,        59,           0,        147
  60,           960,             901,            866,          1770,              57,            550,       506,         155,        274,       287,           0,        162,        60,           0,        144
  61,          1020,             961,            920,          1830,              55,            568,       554,         153,        291,       289,           0,        164,        61,           0,        146
  62,          1042,             982,            979,          1891,              58,            711,       526,         150,        294,       297,           0,        202,        62,           0,        147
  63,          1058,             997,            956,          1953,              59,            604,       545,         159,        288,       303,           0,        170,        63,           0,        148
  64,          1060,             998,            969,          2016,              60,            624,       550,         160,        290,       309,           0,        172,        64,           0,        153
  65,          1094,            1031,            990,          2080,              59,            648,       567,         161,        300,       316,           0,        177,        65,           0,        154
  66,          1104,            1040,           1076,          2145,              64,            726,       593,         166,        318,       318,           0,        204,        66,           0,        177
  67,          1130,            1065,           1076,          2211,              63,            684,       628,         167,        329,       325,           0,        183,        67,           0,        161
  68,          1183,            1117,           1114,          2278,              65,            703,       647,         177,        341,       335,           0,        187,        68,           0,        167
  69,          1184,            1117,           1074,          2346,              65,            720,       650,         171,        339,       339,           0,        190,        69,           0,        164
  70,          1225,            1157,           1114,          2415,              63,            740,       646,         175,        336,       343,           0,        192,        70,           0,        166
  71,          1255,            1186,           1146,          2485,              66,            763,       612,         184,        329,       350,           0,        195,        71,           0,        168
  72,          1305,            1235,           1221,          2556,              67,            783,       652,         183,        345,       361,           0,        200,        72,           0,        167
  73,          1375,            1304,           1257,          2628,              68,            805,       690,         182,        357,       368,           0,        203,        73,           0,        171
  74,          1406,            1334,           1518,          2701,              70,            830,       654,         184,        342,       370,           0,        206,        74,           0,        177
  75,          1471,            1398,           1429,          2775,              70,           1022,       706,         196,        485,       373,           0,        210,        75,           0,        186
  76,          1539,            1465,           1398,          2850,              69,            873,       712,         197,        371,       382,           0,        212,        76,           0,        177
  77,          1570,            1495,           1429,          2926,              73,            892,       701,         201,        373,       390,           0,        216,        77,           0,        178
  78,          1608,            1532,           1469,          3003,              70,            916,       699,         196,        370,       397,           0,        224,        78,           0,        179
  79,          1650,            1573,           1509,          3081,              77,            943,       715,         205,        384,       402,           0,        223,        79,           0,        183
  80,          1707,            1629,           1693,          3160,              79,            971,       792,         213,        412,       413,           0,        281,        80,           0,        190
  81,          1762,            1683,           1612,          3240,              73,            992,       776,         219,        410,       418,           0,        231,        81,           0,        185
  82,          1808,            1728,           1734,          3321,              78,           1010,       764,         212,        404,       423,           0,        234,        82,           0,        187
  83,          1852,            1771,           1699,          3403,              77,           1038,       743,         211,        395,       431,           0,        241,        83,           0,        187
  84,          1929,            1847,           1759,          3486,              81,           1100,       809,         227,        545,       436,           0,        298,        84,           0,        200
  85,          1976,            1893,           1811,          3570,              83,           1124,       818,         217,        427,       439,           0,        243,        85,           0,        193
  86,          1985,            1901,           1848,          3655,              81,           1112,       827,         221,        430,       452,           0,        250,        86,           0,        194
  87,          2065,            1980,           1889,          3741,              84,           1144,       839,         228,        437,       464,           0,        250,        87,           0,        194
  88,          2115,            2029,           2102,          3828,              83,           1355,       866,         241,        643,       473,           0,        315,        88,           0,        348
  89,          2169,            2082,           2112,          3916,              84,           1287,       842,         224,        466,       477,           0,        273,        89,           0,        227
  90,          2223,            2135,           2145,          4005,              89,           1281,       865,         231,        477,       484,           0,        277,        90,           0,        239
  91,          2267,            2178,           2266,          4095,              86,           1277,       858,         232,        490,       492,           0,        279,        91,           0,        234
  92,          2326,            2236,           2404,          4186,              90,           1452,       883,         246,        482,       487,           0,        278,        92,           0,        239
  93,          2333,            2242,           2215,          4278,              92,           1325,       916,         240,        486,       492,           0,        277,        93,           0,        218
  94,          2426,            2335,           2313,          4371,              91,           1356,       971,         261,        521,       497,           0,        280,        94,           0,        223
  95,          2504,            2412,           2357,          4465,              90,           1389,       891,         250,        480,       504,           0,        307,        95,           0,        258
  96,          2518,            2425,           2369,          4560,              91,           1411,       962,         257,        512,       509,           0,        292,        96,           0,        223
  97,          2576,            2482,           2424,          4656,              92,           1445,       937,         264,        507,       516,           0,        288,        97,           0,        221
  98,          2578,            2483,           2426,          4753,              93,           1472,       943,         261,        509,       524,           0,        293,        98,           0,        224
  99,          2633,            2537,           2478,          4851,              91,           1501,       938,         259,        492,       535,           0,        294,        99,           0,        220
 100,          2660,            2563,           2469,          4950,              95,           1540,       987,         263,        515,       544,           0,        294,       100,           0,        220
 101,          2740,            2642,           2522,          5050,              94,           1522,      1012,         266,        521,       550,           0,        296,       101,           0,        223
 102,          2808,            2709,           2916,          5151,              99,           1856,       978,         263,        703,       559,           0,        306,       102,           0,        248
 103,          2812,            2712,           2570,          5253,             100,           1572,      1033,         266,        528,       564,           0,        305,       103,           0,        229
 104,          2915,            2815,           2672,          5356,              97,           1674,      1142,         269,        573,       574,           0,        308,       104,           0,        231
 105,          2928,            2827,           3336,          5460,              99,           1804,      1052,         279,        552,       582,           0,        316,       105,           0,        258
 106,          3010,            2908,           3101,          5565,             100,           1704,      1056,         274,        558,       581,           0,        324,       106,           0,        257
 107,          3015,            2912,           2841,          5671,             104,           1744,      1143,         282,        598,       585,           0,        349,       107,           0,        265
 108,          3020,            2916,           3027,          5778,             104,           1777,      1154,         286,        612,       597,           0,        333,       108,           0,        271
 109,          3115,            3010,           2926,          5886,             102,           1817,      1104,         292,        595,       602,           0,        343,       109,           0,        248
 110,          3127,            3021,           3286,          5995,             103,           1842,      1070,         293,        560,       606,           0,        327,       110,           0,        257
 111,          3217,            3110,           2991,          6105,             108,           1867,      1111,         286,        590,       608,           0,        337,       111,           0,        255
 112,          3246,            3138,           3055,          6216,             106,           1913,      1096,         296,        586,       629,           0,        345,       112,           0,        259
 113,          3348,            3239,           3276,          6328,             107,           1886,      1188,         295,        611,       637,           0,        341,       113,           0,        266
 114,          3409,            3299,           3192,          6441,             107,           1925,      1131,         309,        586,       640,           0,        342,       114,           0,        257
 115,          3513,            3402,           3220,          6555,             106,           2091,      1236,         302,        624,       656,           0,        352,       115,           0,        257
 116,          3566,            3454,           3220,          6670,             108,           2081,      1195,         312,        701,       657,           0,        385,       116,           0,        329
 117,          3671,            3558,           3584,          6786,             112,           2062,      1213,         304,        618,       664,           0,        355,       117,           0,        292
 118,          3686,            3572,           3819,          6903,             116,           2217,      1164,         322,        678,       671,           0,        381,       118,           0,        307
 119,          3738,            3623,           3650,          7021,             115,           2202,      1198,         329,        649,       684,           0,        384,       119,           0,        302
 120,          3833,            3717,           4304,          7140,             113,           2245,      1220,         319,        670,       686,           0,        392,       120,           0,        307
 121,          3883,            3766,           4028,          7260,             114,           2269,      1345,         324,        712,       693,           0,        384,       121,           0,        299
 122,          3908,            3790,           4001,          7381,             116,           2343,      1340,         330,        760,       697,           0,        404,       122,           0,        318
 123,          3915,            3796,           3970,          7503,             116,           2347,      1229,         320,        696,       708,           0,        413,       123,           0,        313
 124,          4000,            3880,           4153,          7626,             118,           2361,      1229,         334,        683,       713,           0,        407,       124,           0,        313
 125,          4078,            3957,           3914,          7750,             121,           2382,      1256,         323,        672,       720,           0,        396,       125,           0,        296
 126,          4130,            4008,           4211,          7875,             120,           2344,      1306,         350,        679,       729,           0,        389,       126,           0,        301
 127,          4193,            4070,           3967,          8001,             124,           2501,      1259,         348,        917,       734,           0,        441,       127,           0,        310
 128,          4307,            4183,           4081,          8128,             121,           2495,      1316,         363,        715,       742,           0,        407,       128,           0,        301
 129,          4385,            4260,           4226,          8256,             124,           2631,      1303,         360,        726,       750,           0,        434,       129,           0,        330
 130,          4498,            4372,           4789,          8385,             128,           3030,      1344,         364,        844,       752,           0,        429,       130,           0,        322
 131,          4617,            4490,           4443,          8515,             126,           2771,      1398,         366,        784,       759,           0,        440,       131,           0,        362
 132,          4729,            4601,           4752,          8646,             127,           2809,      1385,         375,        850,       764,           0,        444,       132,           0,        331
 133,          4836,            4707,           4726,          8778,             127,           2746,      1421,         339,        833,       774,           0,        431,       133,           0,        327
 134,          4861,            4731,           4691,          8911,             129,           2725,      1350,         373,        725,       778,           0,        435,       134,           0,        329
 135,          4942,            4811,           4779,          9045,             133,           3071,      1389,         375,        725,       790,           0,        460,       135,           0,        319
 136,          5034,            4902,           4934,          9180,             132,           2814,      1447,         350,        761,       797,           0,        440,       136,           0,        328
 137,          5153,            5020,           5028,          9316,             134,           2894,      1429,         382,        748,       807,           0,        438,       137,           0,        330
 138,          5229,            5095,           5479,          9453,             133,           3044,      1389,         391,        904,       814,           0,        455,       138,           0,        344
 139,          5242,            5107,           5177,          9591,             135,           3354,      1435,         387,        883,       818,           0,        520,       139,           0,        340
 140,          5270,            5134,           4996,          9730,             134,           3067,      1457,         390,        827,       824,           0,        456,       140,           0,        349
 141,          5352,            5215,           5387,          9870,             137,           4695,      1472,         397,        908,       833,           0,        856,       141,           0,        445
 142,          5368,            5230,           6282,         10011,             136,           3442,      1526,         388,        812,       838,           0,        460,       142,           0,        345
 143,          5493,            5354,           5984,         10153,             138,           3581,      1500,         400,        800,       849,           0,        474,       143,           0,        349
 144,          5603,            5463,           5326,         10296,             139,           3180,      1518,         401,        851,       861,           0,        467,       144,           0,        335
 145,          5657,            5516,           5450,         10440,             140,           3342,      1621,         396,        857,       866,           0,        479,       145,           0,        352
 146,          5758,            5616,           5772,         10585,             140,           3273,      1609,         410,        881,       876,           0,        554,       146,           0,        376
 147,          5882,            5739,           6067,         10731,             143,           3283,      1616,         399,        855,       882,           0,        481,       147,           0,        354
 148,          5954,            5810,           5652,         10878,             142,           3335,      1560,         430,        835,       885,           0,        479,       148,           0,        341
 149,          6050,            5905,           5959,         11026,             145,           3350,      1589,         421,        822,       893,           0,        473,       149,           0,        337
 150,          6188,            6042,           5833,         11175,             146,           3466,      1682,         430,        929,       894,           0,        471,       150,           0,        329
 151,          6262,            6115,           5850,         11325,             141,           3448,      1669,         419,        838,       901,           0,        470,       151,           0,        385
 152,          6283,            6135,           6107,         11476,             145,           3407,      1651,         425,        845,       911,           0,        481,       152,           0,        351
 153,          6405,            6256,           5978,         11628,             148,           3881,      1623,         412,        913,       921,           0,        477,       153,           0,        350
 154,          6414,            6264,           6114,         11781,             148,           3535,      1678,         428,        867,       929,           0,        488,       154,           0,        341
 155,          6494,            6343,           6309,         11935,             147,           3739,      1597,         439,        838,       933,           0,        494,       155,           0,        353
 156,          6619,            6467,           6147,         12090,             151,           3722,      1651,         429,        854,       951,           0,        488,       156,           0,        334
 157,          6657,            6504,           6151,         12246,             154,           3630,      1608,         438,        820,       960,           0,        487,       157,           0,        390
 158,          6661,            6507,           6875,         12403,             155,           3725,      1636,         437,        855,       961,           0,        508,       158,           0,        473
 159,          6779,            6624,           7972,         12561,             156,           4551,      1709,         454,        934,       971,           0,        530,       159,           0,        391
 160,          6813,            6657,           7479,         12720,             153,           4151,      1695,         431,        940,       983,           0,        533,       160,           0,        402
 161,          6903,            6746,           6627,         12880,             152,           4044,      1718,         442,        930,       990,           0,        537,       161,           0,        387
 162,          7023,            6865,           6773,         13041,             157,           4014,      1715,         461,        928,       999,           0,        557,       162,           0,        431
 163,          7090,            6931,           7394,         13203,             155,           4456,      1741,         457,        952,      1006,           0,        547,       163,           0,        391
 164,          7132,            6972,           7535,         13366,             156,           4483,      1747,         464,        953,      1009,           0,        658,       164,           0,        398
 165,          7146,            6985,           7626,         13530,             161,           4366,      1788,         465,       1022,      1017,           0,        562,       165,           0,        431
 166,          7155,            6993,           7565,         13695,             161,           4280,      1779,         461,        972,      1019,           0,        556,       166,           0,        413
 167,          7247,            7084,           8003,         13861,             166,           4784,      1902,         464,       1037,      1029,           0,        569,       167,           0,        409
 168,          7351,            7187,           7526,         14028,             163,           4947,      1934,         483,       1050,      1041,           0,        590,       168,           0,        417
 169,          7474,            7309,           7529,         14196,             165,           4555,      1938,         471,       1090,      1044,           0,        573,       169,           0,        418
 170,          7598,            7432,           8230,         14365,             166,           4491,      1959,         468,       1154,      1052,           0,        569,       170,           0,        406
 171,          7712,            7545,           7658,         14535,             165,           4484,      1783,         461,        959,      1056,           0,        571,       171,           0,        407
 172,          7883,            7716,           7772,         14706,             168,           4692,      1991,         504,       1065,      1066,           0,        581,       172,           0,        412
 173,          7991,            7823,           7736,         14878,             159,           4612,      1999,         497,       1018,      1077,           0,        564,       173,           0,        387
 174,          8012,            7843,           7846,         15051,             165,           4902,      2051,         479,       1145,      1089,           0,        700,       174,           0,        425
 175,          8098,            7928,           7774,         15225,             172,           4630,      1951,         500,       1021,      1097,           0,        610,       175,           0,        388
 176,          8255,            8084,           8223,         15400,             172,           4917,      1914,         502,       1030,      1117,           0,        603,       176,           0,        421
 177,          8346,            8174,           8181,         15576,             172,           4861,      1907,         524,       1044,      1124,           0,        605,       177,           0,        424
 178,          8435,            8262,           8321,         15753,             176,           4984,      1927,         508,       1046,      1115,           0,        606,       178,           0,        428
 179,          8608,            8434,           8394,         15931,             170,           4885,      2043,         516,       1079,      1130,           0,        610,       179,           0,        415
 180,          8681,            8506,           8660,         16110,             170,           5174,      1985,         524,       1126,      1136,           0,        813,       180,           0,        689
 181,          8809,            8633,           8625,         16290,             177,           4973,      2010,         515,       1064,      1137,           0,        617,       181,           0,        416
 182,          8954,            8777,           8481,         16471,             175,           5243,      2031,         525,       1225,      1159,           0,        585,       182,           0,        399
 183,          9100,            8922,           8312,         16653,             178,           5124,      2045,         500,       1039,      1162,           0,        605,       183,           0,        401
 184,          9137,            8958,           8777,         16836,             176,           5108,      2026,         538,       1271,      1148,           0,        603,       184,           0,        455
 185,          9168,            8988,           8668,         17020,             178,           5159,      2140,         530,       1198,      1158,           0,        608,       185,           0,        406
 186,          9297,            9116,           8687,         17205,             178,           5489,      2129,         532,       1347,      1174,           0,        669,       186,           0,        416
 187,          9474,            9292,           8951,         17391,             182,           5299,      2179,         534,       1123,      1177,           0,        614,       187,           0,        413
 188,          9607,            9424,           8993,         17578,             184,           5387,      2222,         548,       1190,      1177,           0,        600,       188,           0,        407
 189,          9735,            9551,           9158,         17766,             185,           5335,      2096,         535,       1076,      1191,           0,        619,       189,           0,        416
 190,          9785,            9600,           9226,         17955,             184,           5734,      2077,         538,       1321,      1191,           0,        796,       190,           0,        424
 191,          9815,            9629,           9347,         18145,             185,           6189,      2191,         549,       1115,      1202,           0,        627,       191,           0,        468
 192,          9870,            9683,           9222,         18336,             185,           6121,      2161,         551,       1141,      1212,           0,        650,       192,           0,        451
 193,          9912,            9724,           9641,         18528,             190,           5489,      2141,         542,       1101,      1219,           0,        671,       193,           0,        428
 194,         10071,            9882,           9682,         18721,             184,           5563,      2168,         556,       1153,      1222,           0,        638,       194,           0,        434
 195,         10107,            9917,          10082,         18915,             187,           7165,      2234,         555,       1216,      1231,           0,        724,       195,           0,        478
 196,         10211,           10020,          11445,         19110,             188,           5939,      2151,         556,       1158,      1253,           0,        754,       196,           0,        478
 197,         10272,           10080,          10216,         19306,             192,           5937,      2202,         572,       1336,      1260,           0,        677,       197,           0,        468
 198,         10343,           10150,          10163,         19503,             192,           6739,      2238,         572,       1477,      1259,           0,        709,       198,           0,        472
 199,         10391,           10197,          10917,         19701,             193,           6164,      2311,         575,       1232,      1260,           0,        685,       199,           0,        494
 200,         10395,           10200,          10270,         19900,             194,           6186,      2340,         580,       1310,      1282,           0,        775,       200,           0,        569
 201,         10537,           10341,          10739,         20100,             195,           6275,      2275,         575,       1241,      1292,           0,        710,       201,           0,        478
 202,         10646,           10449,          10499,         20301,             195,           6447,      2253,         583,       1263,      1299,           0,        719,       202,           0,        475
 203,         10678,           10480,          10421,         20503,             196,           6604,      2239,         582,       1459,      1300,           0,        661,       203,           0,        454
 204,         10790,           10591,          10233,         20706,             201,           6759,      2267,         597,       1189,      1314,           0,        768,       204,           0,        458
 205,         10952,           10752,          10507,         20910,             200,           6419,      2293,         584,       1306,      1312,           0,        795,       205,           0,        497
 206,         10983,           10782,          10632,         21115,             200,           6431,      2380,         596,       1253,      1328,           0,        710,       206,           0,        474
 207,         11012,           10810,          10660,         21321,             202,           6493,      2542,         580,       1482,      1332,           0,        782,       207,           0,        498
 208,         11160,           10957,          10695,         21528,             205,           6519,      2491,         607,       1278,      1344,           0,        696,       208,           0,        461
 209,         11343,           11139,          11783,         21736,             205,           6691,      2319,         607,       1211,      1350,           0,        699,       209,           0,        501
 210,         11491,           11286,          11630,         21945,             206,           6898,      2366,         626,       1313,      1364,           0,        737,       210,           0,        504
 211,         11622,           11416,          11349,         22155,             204,           7193,      2387,         598,       1275,      1372,           0,        729,       211,           0,        494
 212,         11806,           11599,          11255,         22366,             207,           6978,      2463,         603,       1256,      1372,           0,        708,       212,           0,        472
 213,         11968,           11760,          11500,         22578,             206,           7498,      2425,         608,       1261,      1383,           0,        713,       213,           0,        485
 214,         12040,           11831,          11644,         22791,             209,           6916,      2521,         647,       1331,      1380,           0,        736,       214,           0,        498
