   n, insertion_cmp, insertion_swaps, insertion_time, selection_cmp, selection_swaps, selection_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, radix_cmp, radix_swaps, radix_time
 781,              ,                ,               ,              ,                ,               ,     11670,        2606,       5992,      6511,           0,       3267,       781,           0,       1811
 782,              ,                ,               ,              ,                ,               ,     11130,        2585,       5693,      6533,           0,       3179,       782,           0,       1790
 783,              ,                ,               ,              ,                ,               ,     11244,        2587,       5588,      6538,           0,       3249,       783,           0,       1931
 784,              ,                ,               ,              ,                ,               ,     11274,        2589,       5768,      6549,           0,       3187,       784,           0,       1827
 785,              ,                ,               ,              ,                ,               ,     11162,        2612,       5748,      6565,           0,       3394,       785,           0,       1847
 786,              ,                ,               ,              ,                ,               ,     11284,        2579,       6142,      6568,           0,       3281,       786,           0,       1921
 787,              ,                ,               ,              ,                ,               ,     11400,        2614,       5831,      6580,           0,       3295,       787,           0,       1976
 788,              ,                ,               ,              ,                ,               ,     11300,        2653,       5765,      6610,           0,       3333,       788,           0,       1806
 789,              ,                ,               ,              ,                ,               ,     11321,        2617,       5951,      6619,           0,       3215,       789,           0,       1809
 790,              ,                ,               ,              ,                ,               ,     11487,        2630,       5836,      6617,           0,       3440,       790,           0,       1816
 791,              ,                ,               ,              ,                ,               ,     11634,        2663,       5799,      6621,           0,       3231,       791,           0,       1857
 792,              ,                ,               ,              ,                ,               ,     11225,        2676,       5799,      6637,           0,       3227,       792,           0,       1814
 793,              ,                ,               ,              ,                ,               ,     11282,        2629,       5717,      6653,           0,       3235,       793,           0,       1814
 794,              ,                ,               ,              ,                ,               ,     11324,        2649,       5697,      6659,           0,       3241,       794,           0,       1962
 795,              ,                ,               ,              ,                ,               ,     12268,        2626,       6030,      6671,           0,       3301,       795,           0,       1889
 796,              ,                ,               ,              ,                ,               ,     12014,        2690,       6074,      6671,           0,       3250,       796,           0,       1824
 797,              ,                ,               ,              ,                ,               ,     11298,        2635,       5685,      6674,           0,       3834,       797,           0,       1844
 798,              ,                ,               ,              ,                ,               ,     11402,        2642,       6480,      6677,           0,       3386,       798,           0,       2062
 799,              ,                ,               ,              ,                ,               ,     11398,        2706,       6007,      6707,           0,       3355,       799,           0,       1877
 800,              ,                ,               ,              ,                ,               ,     11256,        2684,       6116,      6726,           0,       3404,       800,           0,       1879
 801,              ,                ,               ,              ,                ,               ,     11601,        2661,       5939,      6738,           0,       3501,       801,           0,       1824
 802,              ,                ,               ,              ,                ,               ,     11505,        2688,       6157,      6743,           0,       3376,       802,           0,       1917
 803,              ,                ,               ,              ,                ,               ,     11855,        2695,       6269,      6764,           0,       3295,       803,           0,       1922
 804,              ,                ,               ,              ,                ,               ,     11713,        2671,       6075,      6726,           0,       3277,       804,           0,       1838
 805,              ,                ,               ,              ,                ,               ,     11629,        2693,       5963,      6740,           0,       3284,       805,           0,       1892
 806,              ,                ,               ,              ,                ,               ,     11617,        2657,       6027,      6754,           0,       3395,       806,           0,       2028
 807,              ,                ,               ,              ,                ,               ,     12456,        2658,       6156,      6785,           0,       3307,       807,           0,       1836
 808,              ,                ,               ,              ,                ,               ,     12262,        2665,       6271,      6798,           0,       3324,       808,           0,       1846
 809,              ,                ,               ,              ,                ,               ,     11463,        2715,       5796,      6802,           0,       3523,       809,           0,       1841
 810,              ,                ,               ,              ,                ,               ,     11903,        2652,       5906,      6808,           0,       3319,       810,           0,       2029
 811,              ,                ,               ,              ,                ,               ,     11940,        2690,       6091,      6843,           0,       3343,       811,           0,       1860
 812,              ,                ,               ,              ,                ,               ,     11421,        2743,       6068,      6836,           0,       3516,       812,           0,       1907
 813,              ,                ,               ,              ,                ,               ,     12750,        2702,       6466,      6845,           0,       3474,       813,           0,       1850
 814,              ,                ,               ,              ,                ,               ,     11861,        2700,       5978,      6839,           0,       3337,       814,           0,       1866
 815,              ,                ,               ,              ,                ,               ,     12153,        2667,       6163,      6850,           0,       3416,       815,           0,       1896
 816,              ,                ,               ,              ,                ,               ,     11892,        2677,       6127,      6876,           0,       3351,       816,           0,       1908
 817,              ,                ,               ,              ,                ,               ,     12599,        2741,       7781,      6887,           0,       3596,       817,           0,       1939
 818,              ,                ,               ,              ,                ,               ,     11916,        2713,       6166,      6905,           0,       3371,       818,           0,       2006
 819,              ,                ,               ,              ,                ,               ,     12195,        2734,       6067,      6916,           0,       3414,       819,           0,       1862
 820,              ,                ,               ,              ,                ,               ,     12448,        2740,       6344,      6913,           0,       3373,       820,           0,       1863
 821,              ,                ,               ,              ,                ,               ,     12634,        2721,       6469,      6921,           0,       3601,       821,           0,       1922
 822,              ,                ,               ,              ,                ,               ,     12814,        2740,       6573,      6926,           0,       3461,       822,           0,       2029
 823,              ,                ,               ,              ,                ,               ,     11872,        2798,       5997,      6912,           0,       3372,       823,           0,       1888
 824,              ,                ,               ,              ,                ,               ,     11812,        2783,       6130,      6955,           0,       3388,       824,           0,       1871
 825,              ,                ,               ,              ,                ,               ,     11979,        2775,       6262,      6959,           0,       3601,       825,           0,       1880
 826,              ,                ,               ,              ,                ,               ,     11886,        2814,       6523,      6995,           0,       3442,       826,           0,       2204
 827,              ,                ,               ,              ,                ,               ,     11891,        2767,       6238,      6995,           0,       3508,       827,           0,       2400
 828,              ,                ,               ,              ,                ,               ,     11829,        2783,       6339,      6979,           0,       3577,       828,           0,       1959
 829,              ,                ,               ,              ,                ,               ,     12314,        2791,       6718,      7007,           0,       3680,       829,           0,       2007
 830,              ,                ,               ,              ,                ,               ,     12144,        2730,       6726,      7011,           0,       3637,       830,           0,       2039
 831,              ,                ,               ,              ,                ,               ,     12139,        2783,       6373,      6981,           0,       3589,       831,           0,       1960
 832,              ,                ,               ,              ,                ,               ,     11983,        2755,       6064,      7025,           0,       3424,       832,           0,       2056
 833,              ,                ,               ,              ,                ,               ,     12900,        2741,       6338,      7033,           0,       3440,       833,           0,       1940
 834,              ,                ,               ,              ,                ,               ,     12097,        2792,       6268,      7049,           0,       3439,       834,           0,       1907
 835,              ,                ,               ,              ,                ,               ,     12462,        2740,       6165,      7060,           0,       3587,       835,           0,       1899
 836,              ,                ,               ,              ,                ,               ,     12249,        2812,       6373,      7061,           0,       3477,       836,           0,       2060
 837,              ,                ,               ,              ,                ,               ,     12139,        2788,       6054,      7079,           0,       3442,       837,           0,       1911
 838,              ,                ,               ,              ,                ,               ,     11953,        2835,       6137,      7093,           0,       3508,       838,           0,       1908
 839,              ,                ,               ,              ,                ,               ,     12005,        2793,       6395,      7096,           0,       3453,       839,           0,       1935
 840,              ,                ,               ,              ,                ,               ,     12335,        2809,       6388,      7102,           0,       3576,       840,           0,       2511
 841,              ,                ,               ,              ,                ,               ,     12403,        2797,       6621,      7123,           0,       3649,       841,           0,       2005
 842,              ,                ,               ,              ,                ,               ,     12381,        2862,       6580,      7136,           0,       3748,       842,           0,       2003
 843,              ,                ,               ,              ,                ,               ,     12099,        2853,       6336,      7154,           0,       3741,       843,           0,       2035
 844,              ,                ,               ,              ,                ,               ,     12208,        2862,       6558,      7168,           0,       3726,       844,           0,       1998
 845,              ,                ,               ,              ,                ,               ,     12370,        2852,       6462,      7183,           0,       3501,       845,           0,       2221
 846,              ,                ,               ,              ,                ,               ,     12571,        2787,       6463,      7171,           0,       3624,       846,           0,       1996
 847,              ,                ,               ,              ,                ,               ,     12741,        2860,       6689,      7152,           0,       3840,       847,           0,       1964
 848,              ,                ,               ,              ,                ,               ,     12613,        2891,       6557,      7186,           0,       3600,       848,           0,       2007
 849,              ,                ,               ,              ,                ,               ,     12629,        2849,       6259,      7195,           0,       3633,       849,           0,       2020
 850,              ,                ,               ,              ,                ,               ,     12609,        2850,       6299,      7203,           0,       3639,       850,           0,       2096
 851,              ,                ,               ,              ,                ,               ,     12410,        2855,       6306,      7229,           0,       3555,       851,           0,       1952
 852,              ,                ,               ,              ,                ,               ,     12439,        2866,       6375,      7212,           0,       3582,       852,           0,       1985
 853,              ,                ,               ,              ,                ,               ,     12319,        2913,       6379,      7226,           0,       3558,       853,           0,       1961
 854,              ,                ,               ,              ,                ,               ,     12462,        2872,       6223,      7245,           0,       4448,       854,           0,       2028
 855,              ,                ,               ,              ,                ,               ,     12643,        2878,       6506,      7266,           0,       3908,       855,           0,       2048
 856,              ,                ,               ,              ,                ,               ,     12908,        2846,       6607,      7248,           0,       3732,       856,           0,       2035
 857,              ,                ,               ,              ,                ,               ,     12427,        2870,       6636,      7258,           0,       3543,       857,           0,       1967
 858,              ,                ,               ,              ,                ,               ,     12441,        2866,       6486,      7278,           0,       3552,       858,           0,       1961
 859,              ,                ,               ,              ,                ,               ,     12493,        2868,       6316,      7295,           0,       3737,       859,           0,       1973
 860,              ,                ,               ,              ,                ,               ,     12479,        2930,       6337,      7304,           0,       3563,       860,           0,       2121
 861,              ,                ,               ,              ,                ,               ,     12647,        2862,       6416,      7302,           0,       3746,       861,           0,       2038
 862,              ,                ,               ,              ,                ,               ,     12938,        2889,       6774,      7317,           0,       3569,       862,           0,       1973
 863,              ,                ,               ,              ,                ,               ,     12506,        2884,       6556,      7321,           0,       3570,       863,           0,       1977
 864,              ,                ,               ,              ,                ,               ,     13150,        2870,       6692,      7370,           0,       3852,       864,           0,       2030
 865,              ,                ,               ,              ,                ,               ,     13077,        2860,       6634,      7379,           0,       3694,       865,           0,       2220
 866,              ,                ,               ,              ,                ,               ,     13025,        2850,       6561,      7375,           0,       3632,       866,           0,       1999
 867,              ,                ,               ,              ,                ,               ,     12528,        2935,       6562,      7408,           0,       3638,       867,           0,       1984
 868,              ,                ,               ,              ,                ,               ,     12791,        2950,       6465,      7391,           0,       3600,       868,           0,       1994
 869,              ,                ,               ,              ,                ,               ,     13219,        2890,       6518,      7413,           0,       3755,       869,           0,       2012
 870,              ,                ,               ,              ,                ,               ,     12733,        2910,       6377,      7414,           0,       3604,       870,           0,       2164
 871,              ,                ,               ,              ,                ,               ,     12580,        2923,       6305,      7416,           0,       3617,       871,           0,       1988
 872,              ,                ,               ,              ,                ,               ,     12685,        2984,       6572,      7428,           0,       3611,       872,           0,       2042
 873,              ,                ,               ,              ,                ,               ,     13427,        2956,       6805,      7434,           0,       3655,       873,           0,       1997
 874,              ,                ,               ,              ,                ,               ,     13877,        2916,       6870,      7448,           0,       4347,       874,           0,       2043
 875,              ,                ,               ,              ,                ,               ,     12781,        3022,       6536,      7457,           0,       4072,       875,           0,       2185
 876,              ,                ,               ,              ,                ,               ,     12774,        2944,       6739,      7469,           0,       3837,       876,           0,       2159
 877,              ,                ,               ,              ,                ,               ,     13283,        2965,       6813,      7483,           0,       3728,       877,           0,       2141
 878,              ,                ,               ,              ,                ,               ,     12976,        2980,       6613,      7485,           0,       3639,       878,           0,       2018
 879,              ,                ,               ,              ,                ,               ,     13039,        2992,       6726,      7491,           0,       4038,       879,           0,       2093
 880,              ,                ,               ,              ,                ,               ,     13396,        2932,       6757,      7503,           0,       3834,       880,           0,       2049
 881,              ,                ,               ,              ,                ,               ,     12627,        3034,       6430,      7516,           0,       3916,       881,           0,       2014
 882,              ,                ,               ,              ,                ,               ,     13500,        2974,       6710,      7536,           0,       4112,       882,           0,       3001
 883,              ,                ,               ,              ,                ,               ,     13201,        2976,       6939,      7546,           0,       3893,       883,           0,       2093
 884,              ,                ,               ,              ,                ,               ,     13601,        2939,       7001,      7538,           0,       3646,       884,           0,       2030
 885,              ,                ,               ,              ,                ,               ,     12873,        2991,       6645,      7555,           0,       3658,       885,           0,       2023
 886,              ,                ,               ,              ,                ,               ,     13517,        2938,       6664,      7548,           0,       3743,       886,           0,       2305
 887,              ,                ,               ,              ,                ,               ,     13279,        3019,       7000,      7547,           0,       3967,       887,           0,       2192
 888,              ,                ,               ,              ,                ,               ,     13250,        3013,       6814,      7567,           0,       3770,       888,           0,       2298
 889,              ,                ,               ,              ,                ,               ,     13737,        2976,       6789,      7566,           0,       3670,       889,           0,       2039
 890,              ,                ,               ,              ,                ,               ,     13410,        3007,       6866,      7585,           0,       3806,       890,           0,       2032
 891,              ,                ,               ,              ,                ,               ,     13015,        2973,       6663,      7594,           0,       3684,       891,           0,       2040
 892,              ,                ,               ,              ,                ,               ,     13380,        2980,       6679,      7612,           0,       4967,       892,           0,       2165
 893,              ,                ,               ,              ,                ,               ,     13404,        2992,       7051,      7644,           0,       3950,       893,           0,       2140
 894,              ,                ,               ,              ,                ,               ,     13375,        3002,       6900,      7637,           0,       3755,       894,           0,       2187
 895,              ,                ,               ,              ,                ,               ,     14024,        2998,       7880,      7637,           0,       3900,       895,           0,       2111
 896,              ,                ,               ,              ,                ,               ,     13429,        2991,       7212,      7673,           0,       4123,       896,           0,       2233
 897,              ,                ,               ,              ,                ,               ,     13466,        3029,       8702,      7683,           0,       4301,       897,           0,       2186
 898,              ,                ,               ,              ,                ,               ,     13665,        2956,       7175,      7680,           0,       3985,       898,           0,       2187
 899,              ,                ,               ,              ,                ,               ,     13263,        3027,       7228,      7702,           0,       4069,       899,           0,       2158
 900,              ,                ,               ,              ,                ,               ,     13330,        3013,       7301,      7696,           0,       3981,       900,           0,       2190
 901,              ,                ,               ,              ,                ,               ,     14015,        3016,       7543,      7709,           0,       3846,       901,           0,       2272
 902,              ,                ,               ,              ,                ,               ,     14314,        3027,       7691,      7717,           0,       4033,       902,           0,       2379
 903,              ,                ,               ,              ,                ,               ,     13613,        3014,       7231,      7734,           0,       4176,       903,           0,       2215
 904,              ,                ,               ,              ,                ,               ,     13841,        3046,       7273,      7728,           0,       4719,       904,           0,       2421
 905,              ,                ,               ,              ,                ,               ,     13009,        3092,       7069,      7732,           0,       4166,       905,           0,       2293
 906,              ,                ,               ,              ,                ,               ,     13576,        3055,       7252,      7754,           0,       4053,       906,           0,       2196
 907,              ,                ,               ,              ,                ,               ,     13001,        3051,       7266,      7770,           0,       4189,       907,           0,       2276
 908,              ,                ,               ,              ,                ,               ,     13382,        3089,       7348,      7779,           0,       4192,       908,           0,       2289
 909,              ,                ,               ,              ,                ,               ,     13481,        3088,       7599,      7792,           0,       4099,       909,           0,       2323
 910,              ,                ,               ,              ,                ,               ,     13271,        3055,       6982,      7799,           0,       4137,       910,           0,       2220
 911,              ,                ,               ,              ,                ,               ,     13476,        3064,       7139,      7835,           0,       4032,       911,           0,       2350
 912,              ,                ,               ,              ,                ,               ,     13371,        3067,       7399,      7810,           0,       4287,       912,           0,       2279
 913,              ,                ,               ,              ,                ,               ,     13474,        3107,       7159,      7829,           0,       4125,       913,           0,       2250
 914,              ,                ,               ,              ,                ,               ,     13886,        3023,       7367,      7835,           0,       4009,       914,           0,       2288
 915,              ,                ,               ,              ,                ,               ,     13582,        3087,       7173,      7851,           0,       4006,       915,           0,       2199
 916,              ,                ,               ,              ,                ,               ,     13744,        3121,       7198,      7852,           0,       4045,       916,           0,       2219
 917,              ,                ,               ,              ,                ,               ,     14142,        3141,       7423,      7869,           0,       4053,       917,           0,       2216
 918,              ,                ,               ,              ,                ,               ,     14273,        3063,       7694,      7862,           0,       4391,       918,           0,       2653
 919,              ,                ,               ,              ,                ,               ,     13418,        3167,       7277,      7894,           0,       4054,       919,           0,       2252
 920,              ,                ,               ,              ,                ,               ,     13475,        3187,       7265,      7912,           0,       4078,       920,           0,       2278
 921,              ,                ,               ,              ,                ,               ,     14018,        3110,       7434,      7933,           0,       4053,       921,           0,       2265
 922,              ,                ,               ,              ,                ,               ,     13649,        3138,       7216,      7939,           0,       4136,       922,           0,       2177
 923,              ,                ,               ,              ,                ,               ,     13274,        3163,       7038,      7943,           0,       4177,       923,           0,       2445
 924,              ,                ,               ,              ,                ,               ,     14137,        3101,       7325,      7937,           0,       4059,       924,           0,       2268
 925,              ,                ,               ,              ,                ,               ,     14625,        3094,       7434,      7955,           0,       4030,       925,           0,       2178
 926,              ,                ,               ,              ,                ,               ,     14442,        3108,       7457,      7965,           0,       4008,       926,           0,       2126
 927,              ,                ,               ,              ,                ,               ,     14224,        3081,       7517,      7975,           0,       4008,       927,           0,       2193
 928,              ,                ,               ,              ,                ,               ,     13866,        3180,       7225,      7981,           0,       3861,       928,           0,       2367
 929,              ,                ,               ,              ,                ,               ,     13899,        3182,       7112,      7990,           0,       3943,       929,           0,       2133
 930,              ,                ,               ,              ,                ,               ,     13706,        3134,       7006,      8005,           0,       3869,       930,           0,       2126
 931,              ,                ,               ,              ,                ,               ,     13845,        3166,       6927,      8026,           0,       4101,       931,           0,       2113
 932,              ,                ,               ,              ,                ,               ,     14541,        3126,       7185,      8016,           0,       3923,       932,           0,       2301
 933,              ,                ,               ,              ,                ,               ,     13672,        3219,       6873,      8036,           0,       3897,       933,           0,       2253
 934,              ,                ,               ,              ,                ,               ,     13786,        3158,       7035,      8025,           0,       3880,       934,           0,       2127
 935,              ,                ,               ,              ,                ,               ,     14230,        3172,       7262,      8052,           0,       3979,       935,           0,       2139
 936,              ,                ,               ,              ,                ,               ,     13791,        3195,       7049,      8073,           0,       3907,       936,           0,       2209
 937,              ,                ,               ,              ,                ,               ,     14747,        3164,       7430,      8089,           0,       3918,       937,           0,       2224
 938,              ,                ,               ,              ,                ,               ,     14606,        3177,       7277,      8073,           0,       4027,       938,           0,       2138
 939,              ,                ,               ,              ,                ,               ,     13863,        3168,       6905,      8079,           0,       4031,       939,           0,       2235
 940,              ,                ,               ,              ,                ,               ,     13545,        3219,       6816,      8096,           0,       3925,       940,           0,       2176
 941,              ,                ,               ,              ,                ,               ,     14502,        3129,       7162,      8123,           0,       3970,       941,           0,       2154
 942,              ,                ,               ,              ,                ,               ,     14281,        3145,       7272,      8120,           0,       3931,       942,           0,       2201
 943,              ,                ,               ,              ,                ,               ,     14849,        3152,       7909,      8133,           0,       4856,       943,           0,       2251
 944,              ,                ,               ,              ,                ,               ,     13902,        3204,       7252,      8158,           0,       4356,       944,           0,       2478
 945,              ,                ,               ,              ,                ,               ,     14845,        3138,       8561,      8164,           0,       4346,       945,           0,       2331
 946,              ,                ,               ,              ,                ,               ,     14200,        3211,       7516,      8179,           0,       4310,       946,           0,       2286
 947,              ,                ,               ,              ,                ,               ,     13775,        3254,       7204,      8187,           0,       4133,       947,           0,       2223
 948,              ,                ,               ,              ,                ,               ,     13693,        3291,       7157,      8163,           0,       4034,       948,           0,       2162
 949,              ,                ,               ,              ,                ,               ,     14352,        3208,       7172,      8182,           0,       4167,       949,           0,       2159
 950,              ,                ,               ,              ,                ,               ,     14401,        3215,       7238,      8217,           0,       4215,       950,           0,       2164
 951,              ,                ,               ,              ,                ,               ,     14448,        3259,       7176,      8215,           0,       3977,       951,           0,       2280
 952,              ,                ,               ,              ,                ,               ,     14270,        3255,       7139,      8223,           0,       4020,       952,           0,       2211
 953,              ,                ,               ,              ,                ,               ,     14929,        3264,       7538,      8234,           0,       3988,       953,           0,       2184
 954,              ,                ,               ,              ,                ,               ,     14676,        3223,       7455,      8246,           0,       3989,       954,           0,       2254
 955,              ,                ,               ,              ,                ,               ,     14024,        3312,       7290,      8255,           0,       3998,       955,           0,       2189
 956,              ,                ,               ,              ,                ,               ,     14308,        3270,       7895,      8270,           0,       4495,       956,           0,       2343
 957,              ,                ,               ,              ,                ,               ,     14155,        3271,       7461,      8285,           0,       4167,       957,           0,       2254
 958,              ,                ,               ,              ,                ,               ,     13949,        3219,       7080,      8326,           0,       4151,       958,           0,       2254
 959,              ,                ,               ,              ,                ,               ,     14562,        3266,       7264,      8321,           0,       4221,       959,           0,       2186
 960,              ,                ,               ,              ,                ,               ,     14503,        3266,       7367,      8300,           0,       5145,       960,           0,       2545
 961,              ,                ,               ,              ,                ,               ,     14665,        3272,       7528,      8310,           0,       4135,       961,           0,       2360
 962,              ,                ,               ,              ,                ,               ,     14882,        3229,       7562,      8325,           0,       4029,       962,           0,       2459
 963,              ,                ,               ,              ,                ,               ,     14252,        3256,       7233,      8345,           0,       4315,       963,           0,       2206
 964,              ,                ,               ,              ,                ,               ,     14424,        3253,       7476,      8352,           0,       4155,       964,           0,       2245
 965,              ,                ,               ,              ,                ,               ,     14372,        3290,       7326,      8362,           0,       4060,       965,           0,       2214
 966,              ,                ,               ,              ,                ,               ,     14767,        3268,       7540,      8387,           0,       4151,       966,           0,       2213
 967,              ,                ,               ,              ,                ,               ,     14783,        3306,       7681,      8383,           0,       4271,       967,           0,       2220
 968,              ,                ,               ,              ,                ,               ,     14352,        3276,       7239,      8380,           0,       4260,       968,           0,       2232
 969,              ,                ,               ,              ,                ,               ,     14062,        3326,       7133,      8383,           0,       4251,       969,           0,       2326
 970,              ,                ,               ,              ,                ,               ,     14505,        3264,       8037,      8398,           0,       4283,       970,           0,       2361
 971,              ,                ,               ,              ,                ,               ,     14594,        3352,       7714,      8398,           0,       4426,       971,           0,       2303
 972,              ,                ,               ,              ,                ,               ,     14491,        3365,       7496,      8430,           0,       4372,       972,           0,       2294
 973,              ,                ,               ,              ,                ,               ,     15645,        3280,       7872,      8440,           0,       4326,       973,           0,       2269
 974,              ,                ,               ,              ,                ,               ,     14839,        3305,       7481,      8449,           0,       4107,       974,           0,       2323
 975,              ,                ,               ,              ,                ,               ,     14545,        3343,       7479,      8458,           0,       4099,       975,           0,       2349
 976,              ,                ,               ,              ,                ,               ,     14435,        3349,       7263,      8447,           0,       4136,       976,           0,       2348
 977,              ,                ,               ,              ,                ,               ,     14386,        3324,       7488,      8461,           0,       4101,       977,           0,       2238
 978,              ,                ,               ,              ,                ,               ,     14575,        3414,       7483,      8493,           0,       4695,       978,           0,       2412
 979,              ,                ,               ,              ,                ,               ,     14812,        3373,       7821,      8495,           0,       4409,       979,           0,       2310
 980,              ,                ,               ,              ,                ,               ,     15085,        3305,       7734,      8493,           0,       4142,       980,           0,       2250
 981,              ,                ,               ,              ,                ,               ,     14907,        3386,       7599,      8496,           0,       4286,       981,           0,       2245
 982,              ,                ,               ,              ,                ,               ,     14792,        3337,       7579,      8539,           0,       4270,       982,           0,       2345
 983,              ,                ,               ,              ,                ,               ,     16080,        3325,       7953,      8527,           0,       4592,       983,           0,       2271
 984,              ,                ,               ,              ,                ,               ,     15573,        3334,       7756,      8528,           0,       4291,       984,           0,       2335
 985,              ,                ,               ,              ,                ,               ,     14446,        3384,       7472,      8542,           0,       4745,       985,           0,       2341
 986,              ,                ,               ,              ,                ,               ,     14444,        3391,       7463,      8551,           0,       4246,       986,           0,       2379
 987,              ,                ,               ,              ,                ,               ,     15547,        3316,       8012,      8559,           0,       4223,       987,           0,       2388
 988,              ,                ,               ,              ,                ,               ,     15263,        3364,       7609,      8564,           0,       4224,       988,           0,       2492
 989,              ,                ,               ,              ,                ,               ,     14575,        3365,       7287,      8577,           0,       4165,       989,           0,       2338
 990,              ,                ,               ,              ,                ,               ,     14983,        3371,       7608,      8597,           0,       4240,       990,           0,       2273
 991,              ,                ,               ,              ,                ,               ,     14802,        3385,       7546,      8601,           0,       4166,       991,           0,       2351
 992,              ,                ,               ,              ,                ,               ,     15512,        3379,       7985,      8615,           0,       4167,       992,           0,       2375
 993,              ,                ,               ,              ,                ,               ,     15249,        3378,       8093,      8622,           0,       4186,       993,           0,       2347
 994,              ,                ,               ,              ,                ,               ,     15177,        3470,       8826,      8643,           0,       4431,       994,           0,       2456
 995,              ,                ,               ,              ,                ,               ,     14780,        3368,       7789,      8649,           0,       4460,       995,           0,       2347
 996,              ,                ,               ,              ,                ,               ,     14568,        3387,       7594,      8656,           0,       4188,       996,           0,       2288
