   n, insertion_cmp, insertion_swaps, insertion_time, selection_cmp, selection_swaps, selection_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, radix_cmp, radix_swaps, radix_time
 254,           373,             121,            283,         32131,              73,          11500,      2175,         354,       1067,      1067,           0,        712,       254,           0,        914
 255,           375,             122,            247,         32385,              74,          10759,      2174,         351,       1079,      1078,           0,        724,       255,           0,        924
 256,           376,             122,            245,         32640,              74,          10005,      2256,         359,       1098,      1086,           0,        713,       256,           0,        907
 257,           377,             122,            243,         32896,              74,           9932,      2393,         365,       1166,      1087,           0,        764,       257,           0,        908
 258,           379,             123,            244,         33153,              75,          10018,      2411,         372,       1175,      1101,           0,        726,       258,           0,        984
 259,           380,             123,            250,         33411,              75,          10103,      2245,         367,       1096,      1097,           0,        725,       259,           0,        917
 260,           381,             123,            245,         33670,              75,          10680,      2260,         373,       1143,      1097,           0,        738,       260,           0,        933
 261,           382,             123,            249,         33930,              75,          11878,      2291,         377,       1118,      1096,           0,        730,       261,           0,        921
 262,           383,             123,            246,         34191,              75,          11822,      2314,         384,       1284,      1108,           0,        899,       262,           0,        976
 263,           384,             123,            260,         34453,              75,          12931,      2306,         377,       1253,      1107,           0,        750,       263,           0,        932
 264,           385,             123,            262,         34716,              75,          11189,      2306,         374,       1164,      1101,           0,        759,       264,           0,        954
 265,           386,             123,            253,         34980,              75,          11249,      2347,         387,       1211,      1103,           0,        825,       265,           0,       1182
 266,           387,             123,            273,         35245,              75,          13021,      2324,         383,       1150,      1120,           0,        751,       266,           0,        992
 267,           388,             123,            250,         35511,              75,          11727,      2333,         371,       1193,      1123,           0,        749,       267,           0,        951
 268,           389,             123,            250,         35778,              75,          11050,      2331,         369,       1218,      1128,           0,        765,       268,           0,        939
 269,           390,             123,            250,         36046,              75,          10962,      2362,         381,       1169,      1131,           0,        846,       269,           0,       1072
 270,           391,             123,            254,         36315,              75,          11293,      2369,         383,       1152,      1127,           0,        791,       270,           0,        969
 271,           393,             124,            255,         36585,              76,          11400,      2379,         382,       1172,      1144,           0,        766,       271,           0,        965
 272,           396,             126,            255,         36856,              76,          11652,      2388,         384,       1167,      1138,           0,        759,       272,           0,        959
 273,           398,             127,            256,         37128,              77,          11563,      2382,         390,       1160,      1144,           0,        766,       273,           0,        980
 274,           399,             127,            258,         37401,              77,          11587,      2408,         391,       1172,      1149,           0,        762,       274,           0,        958
 275,           400,             127,            257,         37675,              77,          11796,      2441,         388,       1190,      1154,           0,        768,       275,           0,       1004
 276,           402,             128,            262,         37950,              78,          12303,      2454,         389,       1210,      1148,           0,        959,       276,           0,       1498
 277,           405,             130,            340,         38226,              78,          12188,      2482,         393,       1219,      1155,           0,        847,       277,           0,       1205
 278,           406,             130,            359,         38503,              78,          12077,      2441,         389,       1203,      1174,           0,        778,       278,           0,        997
 279,           407,             130,            263,         38781,              78,          12365,      2535,         407,       1689,      1172,           0,       1077,       279,           0,       1081
 280,           408,             130,            265,         39060,              78,          13338,      2543,         407,       1301,      1177,           0,        818,       280,           0,       1182
 281,           410,             131,            271,         39340,              79,          12667,      2545,         413,       1292,      1175,           0,        836,       281,           0,       1259
 282,           411,             131,            324,         39621,              79,          12898,      2556,         413,       1328,      1180,           0,        838,       282,           0,       1064
 283,           413,             132,            284,         39903,              80,          12563,      2594,         409,       1280,      1182,           0,        811,       283,           0,       1014
 284,           414,             132,            269,         40186,              80,          12649,      2580,         411,       1432,      1195,           0,        797,       284,           0,       1008
 285,           415,             132,            270,         40470,              80,          12392,      2718,         415,       1332,      1199,           0,        841,       285,           0,       1043
 286,           417,             133,            279,         40755,              81,          13561,      2736,         415,       1360,      1203,           0,        801,       286,           0,       1015
 287,           419,             134,            272,         41041,              82,          13553,      2541,         419,       1253,      1211,           0,        809,       287,           0,       1008
 288,           422,             136,            274,         41328,              82,          12863,      2551,         421,       1251,      1215,           0,        805,       288,           0,       1019
 289,           426,             139,            277,         41616,              83,          12666,      2604,         418,       1271,      1219,           0,        808,       289,           0,       1001
 290,           427,             139,            270,         41905,              83,          13373,      2624,         425,       1258,      1235,           0,        793,       290,           0,       1095
 291,           428,             139,            291,         42195,              83,          13221,      2611,         430,       1293,      1229,           0,        852,       291,           0,       1584
 292,           429,             139,            317,         42486,              83,          14065,      2582,         425,       1263,      1227,           0,        818,       292,           0,       1107
 293,           430,             139,            279,         42778,              83,          13176,      2643,         421,       1301,      1225,           0,        845,       293,           0,       1075
 294,           431,             139,            319,         43071,              83,          13689,      2648,         423,       1308,      1242,           0,        826,       294,           0,       1048
 295,           432,             139,            279,         43365,              83,          12950,      2705,         424,       1282,      1243,           0,        959,       295,           0,       1011
 296,           435,             141,            279,         43660,              85,          13698,      2703,         426,       1543,      1247,           0,        901,       296,           0,       1078
 297,           436,             141,            331,         43956,              85,          14018,      2647,         428,       1314,      1255,           0,        834,       297,           0,       1050
 298,           437,             141,            282,         44253,              85,          14024,      2670,         422,       1418,      1262,           0,        846,       298,           0,       1058
 299,           438,             141,            283,         44551,              85,          13800,      2673,         433,       1309,      1268,           0,        845,       299,           0,       1055
 300,           439,             141,            286,         44850,              85,          13557,      2683,         431,       1305,      1271,           0,        819,       300,           0,       1033
 301,           440,             141,            275,         45150,              85,          13758,      2686,         433,       1270,      1270,           0,        819,       301,           0,       1025
 302,           441,             141,            277,         45451,              85,          13587,      2698,         435,       1312,      1280,           0,        825,       302,           0,        997
 303,           443,             142,            270,         45753,              86,          13883,      2671,         426,       1406,      1271,           0,        983,       303,           0,       1070
 304,           446,             144,            287,         46056,              86,          13815,      2674,         426,       1262,      1284,           0,        826,       304,           0,       1031
 305,           450,             147,            291,         46360,              87,          15104,      2693,         429,       1318,      1291,           0,        854,       305,           0,       1059
 306,           451,             147,            294,         46665,              87,          15304,      2714,         436,       1404,      1291,           0,        892,       306,           0,       1267
 307,           452,             147,            499,         46971,              87,          15883,      2800,         442,       1368,      1294,           0,        862,       307,           0,       1081
 308,           454,             148,            295,         47278,              88,          14643,      2826,         449,       1415,      1305,           0,        896,       308,           0,       1096
 309,           455,             148,            296,         47586,              88,          14858,      2866,         455,       1437,      1308,           0,        887,       309,           0,       1096
 310,           456,             148,            303,         47895,              88,          16389,      2859,         459,       1485,      1329,           0,        922,       310,           0,       1122
 311,           457,             148,            491,         48205,              88,          15088,      2808,         453,       1388,      1324,           0,        881,       311,           0,       1169
 312,           458,             148,            300,         48516,              88,          15209,      2814,         453,       1392,      1338,           0,        882,       312,           0,       1122
 313,           460,             149,            299,         48828,              89,          15300,      2829,         462,       1389,      1339,           0,        894,       313,           0,       1121
 314,           462,             150,            300,         49141,              90,          15450,      2875,         466,       1585,      1341,           0,        896,       314,           0,       1152
 315,           463,             150,            307,         49455,              90,          15747,      2987,         453,       1473,      1354,           0,        905,       315,           0,       1112
 316,           464,             150,            304,         49770,              90,          15348,      2997,         454,       1464,      1340,           0,        891,       316,           0,       1220
 317,           465,             150,            353,         50086,              90,          17061,      2944,         451,       1445,      1350,           0,        896,       317,           0,       1113
 318,           467,             151,            301,         50403,              91,          16175,      2928,         459,       1436,      1359,           0,        904,       318,           0,       1129
 319,           470,             153,            307,         50721,              91,          15715,      2896,         467,       1459,      1369,           0,        886,       319,           0,       1142
 320,           474,             156,            304,         51040,              92,          16403,      2904,         468,       1429,      1391,           0,        941,       320,           0,       1418
 321,           475,             156,            311,         51360,              92,          15947,      2987,         478,       1628,      1393,           0,        991,       321,           0,       1236
 322,           476,             156,            303,         51681,              92,          16454,      2997,         480,       1506,      1380,           0,        917,       322,           0,       1147
 323,           477,             156,            311,         52003,              92,          16295,      3008,         476,       1467,      1391,           0,        915,       323,           0,       1152
 324,           478,             156,            338,         52326,              92,          16608,      2939,         473,       1443,      1384,           0,        931,       324,           0,       1163
 325,           480,             157,            378,         52650,              93,          16593,      2954,         483,       1451,      1387,           0,        917,       325,           0,       1139
 326,           481,             157,            312,         52975,              93,          16497,      2985,         489,       1511,      1402,           0,        938,       326,           0,       1152
 327,           482,             157,            316,         53301,              93,          17107,      3039,         469,       1480,      1405,           0,        940,       327,           0,       1152
 328,           484,             158,            315,         53628,              94,          16482,      3053,         472,       1762,      1412,           0,       1001,       328,           0,       1536
 329,           485,             158,            469,         53956,              94,          17182,      3096,         477,       1507,      1413,           0,        930,       329,           0,       1159
 330,           486,             158,            314,         54285,              94,          17302,      3037,         481,       1481,      1413,           0,        944,       330,           0,       1283
 331,           488,             159,            321,         54615,              95,          19922,      2992,         480,       1469,      1420,           0,        964,       331,           0,       1169
 332,           490,             160,            318,         54946,              96,          16917,      3013,         477,       1476,      1428,           0,        940,       332,           0,       1179
 333,           494,             163,            322,         55278,              95,          16948,      3174,         482,       1588,      1440,           0,        919,       333,           0,       1132
 334,           495,             163,            321,         55611,              95,          16803,      3247,         491,       1703,      1437,           0,        921,       334,           0,       1122
 335,           496,             163,            525,         55945,              95,          16914,      3220,         486,       1481,      1442,           0,        901,       335,           0,       1142
 336,           497,             163,            314,         56280,              95,          18317,      3220,         484,       1602,      1438,           0,        972,       336,           0,       1211
 337,           498,             163,            325,         56616,              95,          18186,      3093,         492,       1701,      1440,           0,        974,       337,           0,       1161
 338,           499,             163,            315,         56953,              95,          17894,      3116,         491,       1550,      1454,           0,        977,       338,           0,       1212
 339,           500,             163,            344,         57291,              95,          17673,      3097,         486,       1517,      1465,           0,        975,       339,           0,       1284
 340,           502,             164,            354,         57630,              96,          18610,      3108,         491,       1572,      1465,           0,        982,       340,           0,       1241
 341,           504,             165,            329,         57970,              97,          18134,      3141,         490,       1528,      1466,           0,        972,       341,           0,       1201
 342,           505,             165,            329,         58311,              97,          18250,      3158,         504,       1562,      1465,           0,        978,       342,           0,       1234
 343,           506,             165,            356,         58653,              97,          18096,      3264,         505,       1593,      1477,           0,        976,       343,           0,       1229
 344,           507,             165,            336,         58996,              97,          18409,      3259,         503,       1810,      1479,           0,       1070,       344,           0,       1318
 345,           510,             167,            345,         59340,              99,          23431,      3283,         508,       2090,      1487,           0,       1058,       345,           0,       1595
 346,           512,             168,            374,         59685,             100,          20517,      3299,         512,       1674,      1493,           0,       1338,       346,           0,       1513
 347,           517,             172,            339,         60031,             100,          18495,      3189,         501,       1560,      1496,           0,        990,       347,           0,       1233
 348,           518,             172,            339,         60378,             100,          18895,      3228,         505,       1579,      1507,           0,        997,       348,           0,       1253
 349,           519,             172,            339,         60726,             100,          19053,      3212,         517,       1612,      1509,           0,        997,       349,           0,       1291
 350,           520,             172,            373,         61075,             100,          18722,      3218,         517,       1576,      1527,           0,       1002,       350,           0,       1250
 351,           522,             173,            348,         61425,             101,          20185,      3258,         512,       1954,      1528,           0,       1011,       351,           0,       1231
 352,           524,             174,            342,         61776,             102,          19428,      3279,         513,       1592,      1529,           0,       1009,       352,           0,       1229
 353,           525,             174,            343,         62128,             102,          19754,      3279,         507,       1724,      1533,           0,       1024,       353,           0,       1256
 354,           526,             174,            344,         62481,             102,          19257,      3289,         509,       1596,      1534,           0,       1013,       354,           0,       1243
 355,           527,             174,            342,         62835,             102,          19531,      3301,         525,       1626,      1540,           0,       1014,       355,           0,       1246
 356,           528,             174,            347,         63190,             102,          19958,      3300,         509,       1608,      1543,           0,       1079,       356,           0,       1265
 357,           530,             175,            346,         63546,             103,          19656,      3268,         514,       1710,      1549,           0,       1134,       357,           0,       1297
 358,           531,             175,            355,         63903,             103,          19778,      3279,         514,       1612,      1562,           0,       1045,       358,           0,       1274
 359,           532,             175,            348,         64261,             103,          19872,      3311,         518,       1688,      1571,           0,       1040,       359,           0,       1275
 360,           533,             175,            351,         64620,             103,          20227,      3327,         517,       1641,      1579,           0,       1040,       360,           0,       1273
 361,           535,             176,            350,         64980,             104,          20152,      3348,         523,       1708,      1581,           0,       1138,       361,           0,       1307
 362,           538,             178,            352,         65341,             104,          20802,      3413,         521,       1669,      1594,           0,       1067,       362,           0,       1411
 363,           539,             178,            356,         65703,             104,          20431,      3338,         528,       1631,      1597,           0,       1041,       363,           0,       1276
 364,           543,             181,            355,         66066,             107,          20514,      3343,         529,       1672,      1595,           0,       1059,       364,           0,       1304
 365,           544,             181,            357,         66430,             107,          21050,      3431,         530,       2062,      1604,           0,       1060,       365,           0,       1281
 366,           545,             181,            357,         66795,             107,          21536,      3495,         533,       1762,      1611,           0,       1090,       366,           0,       1821
 367,           546,             181,            619,         67161,             107,          22586,      3382,         538,       1691,      1617,           0,       1079,       367,           0,       1305
 368,           548,             182,            362,         67528,             108,          21258,      3386,         536,       1662,      1617,           0,       1246,       368,           0,       1592
 369,           550,             183,            404,         67896,             109,          22089,      3530,         549,       1843,      1622,           0,       1092,       369,           0,       1477
 370,           551,             183,            389,         68265,             109,          23443,      3487,         550,       1738,      1627,           0,       1078,       370,           0,       1463
 371,           552,             183,            674,         68635,             109,          24165,      3638,         555,       1849,      1636,           0,       1107,       371,           0,       1416
 372,           553,             183,            374,         69006,             109,          22041,      3634,         553,       2166,      1642,           0,       2007,       372,           0,       1632
 373,           555,             184,            389,         69378,             110,          29093,      3446,         544,       2308,      1642,           0,       1365,       373,           0,       1386
 374,           556,             184,            377,         69751,             110,          23040,      3462,         546,       1771,      1652,           0,       1279,       374,           0,       1376
 375,           557,             184,            369,         70125,             110,          27652,      3590,         537,       2725,      1652,           0,       1450,       375,           0,       1901
 376,           559,             185,            376,         70500,             111,          23282,      3627,         547,       1896,      1669,           0,       1126,       376,           0,       1387
 377,           562,             187,            384,         70876,             111,          28823,      3656,         557,       2700,      1676,           0,       1549,       377,           0,       1946
 378,           566,             190,            563,         71253,             112,          28393,      3658,         551,       1929,      1679,           0,       1194,       378,           0,       1383
 379,           568,             191,            395,         71631,             113,          23581,      3578,         546,       1821,      1675,           0,       1145,       379,           0,       1482
 380,           569,             191,            435,         72010,             113,          24336,      3584,         548,       1770,      1704,           0,       1133,       380,           0,       1369
 381,           570,             191,            380,         72390,             113,          23086,      3546,         560,       1774,      1713,           0,       1127,       381,           0,       1364
 382,           572,             192,            378,         72771,             114,          28231,      3550,         561,       2007,      1702,           0,       1320,       382,           0,       1787
 383,           573,             192,            512,         73153,             114,          23353,      3551,         561,       1802,      1716,           0,       1121,       383,           0,       1377
 384,           576,             194,            383,         73536,             116,          23171,      3567,         563,       1849,      1726,           0,       1256,       384,           0,       1620
 385,           577,             194,            427,         73920,             116,          24449,      3868,         575,       2092,      1729,           0,       1153,       385,           0,       1385
 386,           578,             194,            381,         74305,             116,          25151,      3819,         567,       2187,      1712,           0,       1325,       386,           0,       1370
 387,           579,             194,            418,         74691,             116,          24409,      3869,         567,       1945,      1725,           0,       1163,       387,           0,       1421
 388,           580,             194,            390,         75078,             116,          31349,      3888,         569,       2953,      1735,           0,       1839,       388,           0,       1428
 389,           582,             195,            433,         75466,             117,          27051,      3701,         572,       1844,      1732,           0,       1164,       389,           0,       1446
 390,           585,             197,            398,         75855,             117,          25666,      3703,         569,       2108,      1739,           0,       1371,       390,           0,       1971
 391,           586,             197,            476,         76245,             117,          26342,      3792,         578,       1888,      1746,           0,       1161,       391,           0,       1400
 392,           588,             198,            404,         76636,             118,          24681,      3753,         575,       2013,      1752,           0,       1180,       392,           0,       1694
 393,           589,             198,            510,         77028,             118,          24206,      3748,         574,       1820,      1755,           0,       1192,       393,           0,       1381
 394,           590,             198,            394,         77421,             118,          23891,      3873,         573,       1896,      1757,           0,       1278,       394,           0,       1426
 395,           592,             199,            393,         77815,             119,          24221,      3702,         580,       1839,      1761,           0,       1165,       395,           0,       1415
 396,           593,             199,            393,         78210,             119,          24989,      3763,         587,       1824,      1773,           0,       1154,       396,           0,       1391
 397,           594,             199,            385,         78606,             119,          25214,      3766,         586,       1983,      1776,           0,       1164,       397,           0,       1423
 398,           595,             199,            380,         79003,             119,          24781,      3719,         588,       2119,      1778,           0,       1265,       398,           0,       1555
 399,           597,             200,            429,         79401,             120,          25599,      3748,         585,       1905,      1782,           0,       1220,       399,           0,       1427
 400,           598,             200,            399,         79800,             120,          25749,      3758,         585,       1887,      1794,           0,       1192,       400,           0,       1416
 401,           599,             200,            394,         80200,             120,          28068,      3761,         585,       2158,      1798,           0,       1241,       401,           0,       1460
 402,           601,             201,            405,         80601,             121,          26320,      3779,         584,       1862,      1790,           0,       1171,       402,           0,       1427
 403,           603,             202,            400,         81003,             122,          26051,      3773,         582,       1944,      1795,           0,       1164,       403,           0,       1460
 404,           607,             205,            441,         81406,             121,          27789,      3762,         580,       2032,      1810,           0,       1213,       404,           0,       1474
 405,           608,             205,            407,         81810,             121,          25904,      3789,         583,       1847,      1821,           0,       1186,       405,           0,       1462
 406,           609,             205,            406,         82215,             121,          25897,      3918,         589,       1931,      1821,           0,       1175,       406,           0,       1663
 407,           610,             205,            400,         82621,             121,          28205,      3826,         596,       1899,      1834,           0,       1204,       407,           0,       1444
 408,           611,             205,            405,         83028,             121,          25936,      3828,         596,       1912,      1832,           0,       1252,       408,           0,       1485
 409,           612,             205,            400,         83436,             121,          26287,      3898,         599,       2227,      1831,           0,       1223,       409,           0,       1457
 410,           613,             205,            506,         83845,             121,          28670,      3881,         596,       1894,      1829,           0,       1196,       410,           0,       1461
 411,           616,             207,            408,         84255,             123,          26639,      3886,         609,       2042,      1842,           0,       1208,       411,           0,       1462
 412,           620,             210,            416,         84666,             124,          26812,      3895,         610,       2818,      1846,           0,       1214,       412,           0,       1533
 413,           621,             210,            416,         85078,             124,          27901,      3944,         626,       1927,      1851,           0,       1209,       413,           0,       1492
 414,           622,             210,            417,         85491,             124,          31402,      3915,         622,       1959,      1860,           0,       1214,       414,           0,       1502
 415,           623,             210,            419,         85905,             124,          31846,      4101,         599,       2503,      1876,           0,       1419,       415,           0,       1485
 416,           624,             210,            452,         86320,             124,          33909,      4106,         597,       2324,      1866,           0,       1405,       416,           0,       1501
 417,           625,             210,            416,         86736,             124,          29672,      3943,         620,       2100,      1868,           0,       1271,       417,           0,       1541
 418,           626,             210,            469,         87153,             124,          42583,      3951,         617,       3240,      1864,           0,       2256,       418,           0,       1913
 419,           628,             211,            648,         87571,             125,          38283,      3924,         600,       2925,      1866,           0,       1255,       419,           0,       1496
 420,           629,             211,            418,         87990,             125,          29680,      3950,         607,       1968,      1887,           0,       1297,       420,           0,       1520
 421,           630,             211,            453,         88410,             125,          28871,      3988,         612,       2069,      1886,           0,       1339,       421,           0,       1503
 422,           631,             211,            783,         88831,             125,          34340,      3997,         619,       2000,      1909,           0,       1266,       422,           0,       1606
 423,           633,             212,            425,         89253,             126,          32469,      4004,         614,       1981,      1912,           0,       1246,       423,           0,       1512
 424,           634,             212,            429,         89676,             126,          28232,      4006,         616,       1975,      1909,           0,       1314,       424,           0,       1482
 425,           635,             212,            413,         90100,             126,          29169,      4002,         616,       3101,      1914,           0,       1524,       425,           0,       1559
 426,           636,             212,            422,         90525,             126,          34173,      4095,         610,       1996,      1916,           0,       1431,       426,           0,       1529
 427,           637,             212,            441,         90951,             126,          28919,      4066,         624,       1973,      1922,           0,       1327,       427,           0,       1601
 428,           639,             213,            417,         91378,             127,          31604,      4086,         624,       2025,      1936,           0,       1277,       428,           0,       1636
 429,           640,             213,            432,         91806,             127,          29873,      4078,         616,       1942,      1939,           0,       1328,       429,           0,       1525
 430,           641,             213,            428,         92235,             127,          31850,      4129,         627,       2155,      1924,           0,       1461,       430,           0,       1781
 431,           642,             213,            438,         92665,             127,          30270,      4131,         629,       2024,      1942,           0,       1264,       431,           0,       1523
 432,           643,             213,            423,         93096,             127,          30771,      4113,         631,       2181,      1959,           0,       1275,       432,           0,       1575
 433,           645,             214,            429,         93528,             128,          30476,      4271,         641,       2085,      1962,           0,       1296,       433,           0,       1543
 434,           646,             214,            429,         93961,             128,          30097,      4286,         643,       2087,      1962,           0,       1277,       434,           0,       1604
 435,           647,             214,            431,         94395,             128,          31532,      4171,         652,       2063,      1961,           0,       1346,       435,           0,       1567
 436,           648,             214,            431,         94830,             128,          32079,      4213,         645,       2658,      1977,           0,       1287,       436,           0,       1536
 437,           649,             214,            435,         95266,             128,          33171,      4290,         641,       2096,      1978,           0,       1298,       437,           0,       1573
 438,           650,             214,            434,         95703,             128,          33992,      4303,         634,       2157,      1985,           0,       1318,       438,           0,       1580
 439,           651,             214,            433,         96141,             128,          32137,      4418,         653,       2262,      1982,           0,       1293,       439,           0,       2056
 440,           652,             214,            445,         96580,             128,          32691,      4356,         647,       2274,      2011,           0,       1297,       440,           0,       1568
 441,           655,             216,            517,         97020,             130,          31938,      4282,         658,       2205,      2016,           0,       1471,       441,           0,       1593
 442,           656,             216,            436,         97461,             130,          32147,      4301,         658,       2098,      2005,           0,       1305,       442,           0,       2170
 443,           657,             216,            486,         97903,             130,          32184,      4680,         654,       2377,      2003,           0,       1306,       443,           0,       1757
 444,           658,             216,            439,         98346,             130,          33412,      4685,         652,       2278,      2022,           0,       1315,       444,           0,       1648
 445,           659,             216,            478,         98790,             130,          32243,      4344,         663,       2138,      2023,           0,       1316,       445,           0,       1578
 446,           660,             216,            437,         99235,             130,          33177,      4256,         645,       2244,      2034,           0,       1691,       446,           0,       1870
 447,           661,             216,            448,         99681,             130,          32779,      4261,         646,       2125,      2036,           0,       1344,       447,           0,       1594
 448,           662,             216,            436,        100128,             130,          32383,      4262,         653,       2343,      2035,           0,       1329,       448,           0,       1619
 449,           663,             216,            439,        100576,             130,          32825,      4282,         660,       2168,      2038,           0,       1386,       449,           0,       1598
 450,           665,             217,            440,        101025,             131,          32538,      4313,         665,       2197,      2038,           0,       1339,       450,           0,       1627
 451,           668,             219,            443,        101475,             131,          32577,      4285,         646,       2091,      2041,           0,       1354,       451,           0,       1699
 452,           669,             219,            455,        101926,             131,          33203,      4289,         648,       2196,      2068,           0,       1345,       452,           0,       1632
 453,           670,             219,            446,        102378,             131,          34014,      4329,         659,       2123,      2073,           0,       1366,       453,           0,       1608
 454,           671,             219,            443,        102831,             131,          33262,      4322,         662,       2114,      2054,           0,       1364,       454,           0,       1696
 455,           673,             220,            449,        103285,             132,          35221,      4306,         641,       2111,      2058,           0,       1358,       455,           0,       2158
 456,           674,             220,            452,        103740,             132,          34045,      4316,         641,       2109,      2074,           0,       1472,       456,           0,       1818
 457,           675,             220,            445,        104196,             132,          37965,      4329,         661,       2128,      2077,           0,       1353,       457,           0,       1627
 458,           676,             220,            448,        104653,             132,          35580,      4332,         661,       2126,      2090,           0,       1368,       458,           0,       1630
 459,           678,             221,            448,        105111,             133,          34963,      4463,         660,       2173,      2086,           0,       1359,       459,           0,       1732
 460,           680,             222,            650,        105570,             134,          35163,      4481,         665,       2502,      2083,           0,       1359,       460,           0,       1632
 461,           683,             224,            452,        106030,             134,          35812,      4707,         660,       2288,      2090,           0,       1371,       461,           0,       1838
 462,           684,             224,            559,        106491,             134,          35853,      4690,         659,       2310,      2112,           0,       1796,       462,           0,       1662
 463,           685,             224,            461,        106953,             134,          34621,      4608,         655,       2392,      2103,           0,       1692,       463,           0,       1650
 464,           686,             224,            456,        107416,             134,          36268,      4611,         653,       2701,      2134,           0,       1410,       464,           0,       1707
 465,           687,             224,            822,        107880,             134,          37124,      4473,         681,       2567,      2133,           0,       1438,       465,           0,       1677
 466,           688,             224,            458,        108345,             134,          36402,      4445,         674,       2178,      2133,           0,       1595,       466,           0,       1954
 467,           689,             224,            610,        108811,             134,          37803,      4440,         670,       2817,      2136,           0,       1387,       467,           0,       1657
 468,           690,             224,            479,        109278,             134,          38876,      4459,         676,       2189,      2149,           0,       1649,       468,           0,       1742
 469,           691,             224,            459,        109746,             134,          36684,      4473,         675,       3447,      2152,           0,       1400,       469,           0,       1666
