   n, insertion_cmp, insertion_swaps, insertion_time, selection_cmp, selection_swaps, selection_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, radix_cmp, radix_swaps, radix_time
   0,             0,               0,              2,             0,               0,              1,         0,           0,          1,         0,           0,          0,         0,           0,          6
   1,             0,               0,              1,             0,               0,              1,         0,           0,          0,         0,           0,          0,         1,           0,          9
   2,             1,               0,              2,             1,               0,              2,         5,           2,          7,         1,           0,          3,         2,           0,         27
   3,             3,               2,              5,             3,               2,              4,         6,           4,          6,         3,           0,          5,         3,           0,         16
   4,             4,               2,              5,             6,               2,              5,        14,           6,         12,         5,           0,          6,         4,           0,         19
   5,             5,               2,              5,            10,               2,              7,        14,           6,         10,         6,           0,          7,         5,           0,         21
   6,             6,               2,              6,            15,               2,              8,        21,           8,         15,         8,           0,         10,         6,           0,         25
   7,             7,               2,              6,            21,               2,             10,        26,          10,         18,        10,           0,         12,         7,           0,         27
   8,             8,               2,              7,            28,               2,             13,        29,          10,         18,        14,           0,         14,         8,           0,         30
   9,             9,               2,              7,            36,               2,             15,        38,          12,         25,        15,           0,         15,         9,           0,         34
  10,            10,               2,              8,            45,               2,             18,        44,          14,         27,        16,           0,         16,        10,           0,         41
  11,            11,               2,              9,            55,               2,             21,        46,          14,         28,        19,           0,         18,        11,           0,         44
  12,            13,               3,             10,            66,               3,             26,        49,          15,         29,        22,           0,         20,        12,           0,         47
  13,            14,               3,             10,            78,               3,             29,        57,          17,         34,        25,           0,         22,        13,           0,         49
  14,            15,               3,             11,            91,               3,             33,        66,          19,         39,        26,           0,         24,        14,           0,         52
  15,            16,               3,             11,           105,               3,             38,        71,          21,         42,        31,           0,         27,        15,           0,         55
  16,            17,               3,             12,           120,               3,             42,        79,          23,         46,        34,           0,         36,        16,           0,         66
  17,            19,               4,             13,           136,               4,             47,        78,          22,         48,        35,           0,         31,        17,           0,         63
  18,            20,               4,             14,           153,               4,             53,        90,          24,         50,        40,           0,         33,        18,           0,         93
  19,            21,               4,             17,           171,               4,             59,        95,          26,         55,        41,           0,         37,        19,           0,         71
  20,            23,               5,             16,           190,               5,             65,       103,          29,         59,        42,           0,         37,        20,           0,         72
  21,            25,               6,             17,           210,               6,             70,       106,          28,         58,        46,           0,         39,        21,           0,         75
  22,            26,               6,             17,           231,               6,             77,       115,          30,         63,        52,           0,         42,        22,           0,         78
  23,            27,               6,             19,           253,               6,             84,       124,          34,         69,        52,           0,         43,        23,           0,         80
  24,            28,               6,             19,           276,               6,             90,       131,          36,         73,        57,           0,         46,        24,           0,         84
  25,            29,               6,             19,           300,               6,             99,       133,          34,         74,        60,           0,         49,        25,           0,         89
  26,            31,               7,             21,           325,               7,            106,       132,          33,         71,        64,           0,         50,        26,           0,         91
  27,            33,               8,             23,           351,               8,            117,       141,          36,         78,        68,           0,         54,        27,           0,         94
  28,            36,              10,             24,           378,               8,            125,       150,          38,         82,        67,           0,         54,        28,           0,         97
  29,            37,              10,             25,           406,               8,            132,       163,          44,         89,        74,           0,         58,        29,           0,        100
  30,            38,              10,             26,           435,               8,            139,       171,          42,         92,        78,           0,         60,        30,           0,        103
  31,            40,              11,             27,           465,               9,            149,       175,          45,         95,        83,           0,         63,        31,           0,        106
  32,            41,              11,             27,           496,               9,            158,       193,          47,        103,        86,           0,         65,        32,           0,        110
  33,            42,              11,             28,           528,               9,            168,       189,          45,        100,        87,           0,         67,        33,           0,        112
  34,            43,              11,             28,           561,               9,            179,       198,          47,        105,        91,           0,         69,        34,           0,        117
  35,            45,              12,             29,           595,              10,            189,       201,          50,        107,        92,           0,         71,        35,           0,        118
  36,            46,              12,             30,           630,              10,            199,       207,          50,        110,        97,           0,         74,        36,           0,        122
  37,            47,              12,             30,           666,              10,            212,       222,          54,        150,       100,           0,         76,        37,           0,        135
  38,            48,              12,             31,           703,              10,            224,       235,          58,        128,       103,           0,         80,        38,           0,        133
  39,            49,              12,             33,           741,              10,            235,       236,          56,        128,       106,           0,         82,        39,           0,        139
  40,            51,              13,             34,           780,              11,            249,       247,          57,        133,       109,           0,         85,        40,           0,        138
  41,            52,              13,             35,           820,              11,            258,       249,          57,        138,       112,           0,         86,        41,           0,        142
  42,            53,              13,             34,           861,              11,            279,       258,          59,        141,       114,           0,         90,        42,           0,        150
  43,            54,              13,             36,           903,              11,            296,       262,          59,        139,       118,           0,         91,        43,           0,        148
  44,            55,              13,             36,           946,              11,            300,       269,          59,        144,       123,           0,         94,        44,           0,        152
  45,            56,              13,             36,           990,              11,            461,       275,          59,        147,       127,           0,         96,        45,           0,        161
  46,            57,              13,             36,          1035,              11,            322,       283,          61,        147,       127,           0,         96,        46,           0,        152
  47,            59,              14,             37,          1081,              12,            336,       298,          70,        157,       133,           0,        100,        47,           0,        157
  48,            61,              15,             40,          1128,              13,            405,       303,          71,        246,       139,           0,        103,        48,           0,        215
  49,            62,              15,             86,          1176,              13,            368,       308,          67,        163,       141,           0,        107,        49,           0,        171
  50,            63,              15,             40,          1225,              13,            379,       315,          69,        164,       145,           0,        108,        50,           0,        169
  51,            65,              16,             41,          1275,              14,            398,       328,          78,        182,       148,           0,        111,        51,           0,        174
  52,            67,              17,             43,          1326,              15,            414,       330,          75,        173,       154,           0,        113,        52,           0,        174
  53,            70,              19,             45,          1378,              15,            429,       329,          69,        169,       158,           0,        115,        53,           0,        176
  54,            73,              21,             48,          1431,              17,            444,       349,          77,        181,       163,           0,        119,        54,           0,        179
  55,            74,              21,             47,          1485,              17,            466,       366,          77,        187,       168,           0,        121,        55,           0,        185
  56,            75,              21,             48,          1540,              17,            483,       376,          79,        194,       163,           0,        122,        56,           0,        187
  57,            76,              21,             49,          1596,              17,            492,       371,          81,        192,       165,           0,        128,        57,           0,        188
  58,            77,              21,             49,          1653,              17,            510,       367,          81,        191,       181,           0,        130,        58,           0,        190
  59,            78,              21,             49,          1711,              17,            528,       387,          83,        198,       181,           0,        131,        59,           0,        196
  60,            79,              21,             50,          1770,              17,            546,       401,          85,        207,       186,           0,        135,        60,           0,        198
  61,            80,              21,             50,          1830,              17,            625,       405,          89,        214,       188,           0,        137,        61,           0,        216
  62,            81,              21,            110,          1891,              17,            606,       407,          87,        426,       198,           0,        218,        62,           0,        224
  63,            82,              21,             53,          1953,              17,            598,       415,          87,        256,       200,           0,        164,        63,           0,        282
  64,            84,              22,             62,          2016,              18,            691,       421,          89,        233,       206,           0,        150,        64,           0,        230
  65,            85,              22,             56,          2080,              18,            683,       436,          92,        232,       208,           0,        153,        65,           0,        228
  66,            86,              22,             57,          2145,              18,            775,       461,          98,        241,       206,           0,        151,        66,           0,        238
  67,            87,              22,             57,          2211,              18,            691,       451,          94,        242,       213,           0,        156,        67,           0,        228
  68,            89,              23,             65,          2278,              19,            711,       458,          93,        239,       216,           0,        155,        68,           0,        227
  69,            92,              25,             61,          2346,              19,            734,       459,          93,        241,       220,           0,        160,        69,           0,        234
  70,            96,              28,             63,          2415,              20,            756,       470,          96,        244,       222,           0,        164,        70,           0,        237
  71,           100,              31,             67,          2485,              21,            791,       497,         106,        262,       224,           0,        167,        71,           0,        241
  72,           101,              31,             68,          2556,              21,            873,       510,         106,        271,       235,           0,        181,        72,           0,        284
  73,           102,              31,             69,          2628,              21,            838,       498,         100,        269,       234,           0,        176,        73,           0,        284
  74,           103,              31,             68,          2701,              21,            950,       514,         104,        293,       240,           0,        175,        74,           0,        263
  75,           104,              31,             70,          2775,              21,            867,       511,         106,        271,       245,           0,        179,        75,           0,        258
  76,           105,              31,             87,          2850,              21,            889,       529,         109,        280,       241,           0,        186,        76,           0,        285
  77,           106,              31,             70,          2926,              21,            952,       532,         108,        280,       250,           0,        191,        77,           0,        271
  78,           108,              32,             71,          3003,              22,            992,       545,         113,        287,       253,           0,        186,        78,           0,        276
  79,           111,              34,             74,          3081,              22,            973,       561,         119,        445,       257,           0,        190,        79,           0,        279
  80,           112,              34,             75,          3160,              22,           1022,       577,         124,        307,       266,           0,        197,        80,           0,        310
  81,           113,              34,            103,          3240,              22,           1401,       574,         115,        391,       266,           0,        207,        81,           0,        289
  82,           114,              34,             76,          3321,              22,           1060,       579,         117,        307,       266,           0,        196,        82,           0,        284
  83,           116,              35,             76,          3403,              23,           1067,       599,         120,        317,       277,           0,        199,        83,           0,        282
  84,           117,              35,             76,          3486,              23,           1093,       608,         120,        345,       273,           0,        220,        84,           0,        292
  85,           120,              37,             80,          3570,              25,           1146,       610,         122,        325,       277,           0,        206,        85,           0,        290
  86,           124,              40,             81,          3655,              26,           1130,       621,         125,        317,       285,           0,        207,        86,           0,        280
  87,           125,              40,             82,          3741,              26,           1140,       626,         127,        319,       290,           0,        206,        87,           0,        285
  88,           126,              40,             83,          3828,              26,           1336,       635,         127,        350,       294,           0,        205,        88,           0,        289
  89,           127,              40,             81,          3916,              26,           1389,       635,         126,        323,       297,           0,        225,        89,           0,        326
  90,           128,              40,             99,          4005,              26,           1290,       650,         129,        321,       307,           0,        262,        90,           0,        292
  91,           130,              41,             85,          4095,              27,           1243,       668,         137,        343,       309,           0,        215,        91,           0,        297
  92,           131,              41,             85,          4186,              27,           1318,       677,         135,        346,       310,           0,        220,        92,           0,        311
  93,           132,              41,             87,          4278,              27,           1302,       669,         127,        335,       314,           0,        221,        93,           0,        307
  94,           133,              41,             87,          4371,              27,           1333,       682,         131,        351,       319,           0,        226,        94,           0,        319
  95,           134,              41,             91,          4465,              27,           1510,       694,         132,        353,       326,           0,        230,        95,           0,        330
  96,           135,              41,             90,          4560,              27,           1384,       696,         133,        350,       330,           0,        230,        96,           0,        313
  97,           139,              44,             91,          4656,              30,           1423,       714,         147,        366,       333,           0,        234,        97,           0,        317
  98,           144,              48,             97,          4753,              30,           1436,       728,         149,        369,       338,           0,        236,        98,           0,        317
  99,           145,              48,             95,          4851,              30,           1469,       724,         139,        364,       345,           0,        238,        99,           0,        321
 100,           146,              48,             95,          4950,              30,           1497,       733,         141,        369,       349,           0,        241,       100,           0,        323
 101,           147,              48,             97,          5050,              30,           1541,       748,         146,        476,       353,           0,        259,       101,           0,        342
 102,           148,              48,            102,          5151,              30,           1648,       759,         148,        393,       355,           0,        254,       102,           0,        347
 103,           149,              48,             99,          5253,              30,           1629,       768,         150,        396,       359,           0,        257,       103,           0,        347
 104,           150,              48,            100,          5356,              30,           1716,       783,         148,        398,       361,           0,        252,       104,           0,        342
 105,           151,              48,             98,          5460,              30,           1667,       822,         153,        435,       363,           0,        269,       105,           0,        355
 106,           152,              48,            103,          5565,              30,           1760,       832,         155,        428,       371,           0,        269,       106,           0,        414
 107,           154,              49,            167,          5671,              31,           2824,       848,         162,        586,       371,           0,        304,       107,           0,        407
 108,           156,              50,            114,          5778,              32,           1870,       850,         165,        440,       385,           0,        270,       108,           0,        374
 109,           160,              53,            105,          5886,              31,           1798,       822,         157,        423,       385,           0,        273,       109,           0,        362
 110,           163,              55,            108,          5995,              33,           1831,       831,         162,        422,       394,           0,        273,       110,           0,        358
 111,           164,              55,            109,          6105,              33,           1950,       848,         162,        433,       398,           0,        281,       111,           0,        388
 112,           165,              55,            118,          6216,              33,           2447,       856,         160,        435,       392,           0,        277,       112,           0,        380
 113,           167,              56,            111,          6328,              34,           1933,       861,         164,        523,       394,           0,        294,       113,           0,        389
 114,           169,              57,            113,          6441,              35,           2053,       880,         162,        441,       401,           0,        283,       114,           0,        385
 115,           173,              60,            117,          6555,              34,           1987,       868,         165,        436,       402,           0,        280,       115,           0,        372
 116,           174,              60,            116,          6670,              34,           2092,       878,         164,        547,       425,           0,        310,       116,           0,        504
 117,           175,              60,            201,          6786,              34,           2964,       870,         166,        476,       424,           0,        293,       117,           0,        464
 118,           176,              60,            191,          6903,              34,           2415,       876,         170,        453,       426,           0,        306,       118,           0,        446
 119,           179,              62,            158,          7021,              36,           3046,       909,         174,        675,       428,           0,        387,       119,           0,        538
 120,           180,              62,            121,          7140,              36,           3207,       923,         174,        651,       441,           0,        559,       120,           0,        587
 121,           181,              62,            198,          7260,              36,           3077,       928,         175,        767,       442,           0,        348,       121,           0,        449
 122,           182,              62,            123,          7381,              36,           2297,       937,         179,        488,       446,           0,        312,       122,           0,        448
 123,           183,              62,            126,          7503,              36,           2925,       934,         180,        932,       450,           0,        409,       123,           0,        669
 124,           184,              62,            125,          7626,              36,           2523,       949,         178,        627,       462,           0,        320,       124,           0,        460
 125,           185,              62,            123,          7750,              36,           2996,       946,         177,        930,       463,           0,        455,       125,           0,        599
 126,           186,              62,            206,          7875,              36,           2602,       961,         179,        965,       469,           0,        605,       126,           0,        880
 127,           187,              62,            153,          8001,              36,           3363,       966,         177,        588,       471,           0,        566,       127,           0,        753
 128,           188,              62,            269,          8128,              36,           5091,       973,         179,        744,       484,           0,        541,       128,           0,        681
 129,           191,              64,            157,          8256,              38,           4632,      1009,         185,        600,       487,           0,        829,       129,           0,       1086
 130,           192,              64,            201,          8385,              38,           4296,      1028,         186,        896,       483,           0,        584,       130,           0,        738
 131,           193,              64,            132,          8515,              38,           3980,      1017,         192,        864,       490,           0,        693,       131,           0,        899
 132,           194,              64,            245,          8646,              38,           3586,      1012,         189,        535,       487,           0,        349,       132,           0,        509
 133,           196,              65,            250,          8778,              39,           3353,      1026,         184,        910,       493,           0,        401,       133,           0,        651
 134,           197,              65,            275,          8911,              39,           5182,      1047,         190,        783,       499,           0,        376,       134,           0,        753
 135,           198,              65,            174,          9045,              39,           4442,      1063,         190,        900,       502,           0,        477,       135,           0,        779
 136,           199,              65,            186,          9180,              39,           4376,      1060,         193,        907,       503,           0,        369,       136,           0,        503
 137,           200,              65,            136,          9316,              39,           3045,      1078,         196,        589,       507,           0,        472,       137,           0,        617
 138,           201,              65,            178,          9453,              39,           3448,      1085,         194,        581,       512,           0,        362,       138,           0,        514
 139,           202,              65,            137,          9591,              39,           3207,      1158,         207,        639,       518,           0,        390,       139,           0,        555
 140,           203,              65,            144,          9730,              39,           3247,      1161,         207,        586,       517,           0,        357,       140,           0,        505
 141,           204,              65,            133,          9870,              39,           3030,      1164,         206,        583,       518,           0,        360,       141,           0,        504
 142,           205,              65,            134,         10011,              39,           3083,      1171,         204,        582,       525,           0,        364,       142,           0,        507
 143,           208,              67,            137,         10153,              41,           3071,      1128,         210,        562,       529,           0,        364,       143,           0,        503
 144,           209,              67,            139,         10296,              41,           3217,      1147,         214,        582,       544,           0,        374,       144,           0,        512
 145,           210,              67,            138,         10440,              41,           3175,      1179,         211,        604,       545,           0,        398,       145,           0,        567
 146,           212,              68,            141,         10585,              42,           3444,      1199,         214,        637,       541,           0,        385,       146,           0,        547
 147,           213,              68,            141,         10731,              42,           3428,      1172,         211,        608,       545,           0,        387,       147,           0,        551
 148,           214,              68,            149,         10878,              42,           3424,      1161,         211,        682,       553,           0,        386,       148,           0,        540
 149,           215,              68,            143,         11026,              42,           3406,      1189,         214,        597,       556,           0,        381,       149,           0,        531
 150,           217,              69,            141,         11175,              43,           3418,      1197,         211,        598,       562,           0,        385,       150,           0,        525
 151,           219,              70,            143,         11325,              44,           3457,      1184,         217,        597,       563,           0,        394,       151,           0,        578
 152,           220,              70,            148,         11476,              44,           3511,      1197,         219,        600,       564,           0,        400,       152,           0,        557
 153,           221,              70,            147,         11628,              44,           3899,      1222,         223,        740,       566,           0,        462,       153,           0,        555
 154,           222,              70,            148,         11781,              44,           3786,      1256,         231,        659,       577,           0,        440,       154,           0,        568
 155,           223,              70,            146,         11935,              44,           3698,      1256,         229,        636,       584,           0,        416,       155,           0,        563
 156,           224,              70,            145,         12090,              44,           3769,      1268,         231,        618,       588,           0,        428,       156,           0,        566
 157,           225,              70,            158,         12246,              44,           3952,      1327,         229,        684,       596,           0,        409,       157,           0,        606
 158,           226,              70,            148,         12403,              44,           3797,      1375,         228,        690,       590,           0,        510,       158,           0,        576
 159,           228,              71,            148,         12561,              45,           3848,      1278,         236,        640,       601,           0,        411,       159,           0,        571
 160,           229,              71,            148,         12720,              45,           4013,      1287,         236,        697,       612,           0,        424,       160,           0,        584
 161,           230,              71,            154,         12880,              45,           4727,      1306,         245,        841,       614,           0,        422,       161,           0,        590
 162,           232,              72,            151,         13041,              46,           4058,      1316,         246,        695,       608,           0,        440,       162,           0,        627
 163,           233,              72,            157,         13203,              46,           4051,      1332,         235,        717,       617,           0,        424,       163,           0,        586
 164,           234,              72,            150,         13366,              46,           4080,      1333,         241,        668,       622,           0,        429,       164,           0,        590
 165,           236,              73,            152,         13530,              47,           4141,      1338,         240,        668,       624,           0,        430,       165,           0,        585
 166,           239,              75,            156,         13695,              47,           4265,      1349,         242,        673,       632,           0,        434,       166,           0,        609
 167,           243,              78,            159,         13861,              48,           4276,      1366,         245,        682,       639,           0,        441,       167,           0,        613
 168,           248,              82,            162,         14028,              48,           4547,      1379,         249,        688,       635,           0,        440,       168,           0,        610
 169,           249,              82,            164,         14196,              48,           4480,      1388,         247,        728,       642,           0,        500,       169,           0,        768
 170,           250,              82,            243,         14365,              48,           4517,      1396,         247,        702,       648,           0,        446,       170,           0,        616
 171,           251,              82,            162,         14535,              48,           4364,      1498,         253,        780,       648,           0,        443,       171,           0,        597
 172,           252,              82,            164,         14706,              48,           4477,      1511,         253,        745,       655,           0,        451,       172,           0,        625
 173,           253,              82,            168,         14878,              48,           4549,      1424,         255,        708,       658,           0,        457,       173,           0,        628
 174,           254,              82,            166,         15051,              48,           4575,      1427,         249,        708,       666,           0,        456,       174,           0,        608
 175,           256,              83,            169,         15225,              49,           4704,      1462,         260,        725,       673,           0,        460,       175,           0,        623
 176,           257,              83,            167,         15400,              49,           4776,      1466,         260,        728,       675,           0,        458,       176,           0,        621
 177,           258,              83,            167,         15576,              49,           4770,      1464,         254,        791,       678,           0,        465,       177,           0,        651
 178,           260,              84,            170,         15753,              50,           4782,      1452,         255,        719,       683,           0,        467,       178,           0,        626
 179,           261,              84,            180,         15931,              50,           4860,      1469,         255,        730,       688,           0,        471,       179,           0,        721
 180,           262,              84,            170,         16110,              50,           4858,      1473,         257,        732,       701,           0,        479,       180,           0,        646
 181,           263,              84,            174,         16290,              50,           5412,      1483,         264,        776,       707,           0,        519,       181,           0,        675
 182,           264,              84,            178,         16471,              50,           5529,      1490,         264,        824,       707,           0,        539,       182,           0,        719
 183,           265,              84,            200,         16653,              50,           5987,      1528,         270,        829,       709,           0,        507,       183,           0,        660
 184,           267,              85,            175,         16836,              51,           7046,      1543,         275,       1174,       713,           0,        744,       184,           0,        860
 185,           269,              86,            255,         17020,              52,           6319,      1524,         268,        854,       721,           0,        790,       185,           0,        750
 186,           272,              88,            260,         17205,              52,           5778,      1535,         268,        856,       720,           0,        494,       186,           0,        676
 187,           274,              89,            177,         17391,              53,           5495,      1668,         262,       1250,       727,           0,        598,       187,           0,        667
 188,           275,              89,            178,         17578,              53,           6432,      1694,         270,        874,       739,           0,        513,       188,           0,        676
 189,           276,              89,            186,         17766,              53,           6327,      1629,         277,        916,       743,           0,        919,       189,           0,        731
 190,           277,              89,            235,         17955,              53,           5947,      1596,         279,        805,       753,           0,        579,       190,           0,        688
 191,           279,              90,            188,         18145,              54,           5761,      1591,         280,        813,       759,           0,        521,       191,           0,        699
 192,           282,              92,            184,         18336,              54,           5632,      1594,         281,        794,       760,           0,        518,       192,           0,        688
 193,           286,              95,            187,         18528,              55,           5907,      1679,         277,       1220,       761,           0,        534,       193,           0,        686
 194,           291,              99,            192,         18721,              55,           6484,      1689,         285,       1023,       767,           0,        519,       194,           0,       1026
 195,           292,              99,            193,         18915,              55,           7083,      1700,         281,        839,       774,           0,        524,       195,           0,       1051
 196,           293,              99,            193,         19110,              55,           5917,      1712,         281,        916,       776,           0,        524,       196,           0,       1238
 197,           294,              99,            297,         19306,              55,           6841,      1660,         298,       1123,       780,           0,        603,       197,           0,        743
 198,           295,              99,            195,         19503,              55,           6150,      1659,         290,       1033,       789,           0,        848,       198,           0,        721
 199,           296,              99,            194,         19701,              55,           6159,      1651,         278,       1061,       791,           0,        536,       199,           0,        724
 200,           297,              99,            194,         19900,              55,           6347,      1659,         278,        815,       795,           0,        534,       200,           0,        777
 201,           298,              99,            195,         20100,              55,           6062,      1675,         288,        824,       794,           0,        541,       201,           0,        701
 202,           300,             100,            196,         20301,              56,           6361,      1692,         286,        868,       807,           0,        562,       202,           0,        731
 203,           301,             100,            198,         20503,              56,           6631,      1712,         296,       1255,       818,           0,        678,       203,           0,       1112
 204,           302,             100,            528,         20706,              56,           7539,      1728,         300,        887,       809,           0,        562,       204,           0,        732
 205,           303,             100,            203,         20910,              56,           9578,      1726,         291,       1068,       813,           0,        552,       205,           0,        822
 206,           305,             101,            209,         21115,              57,           6617,      1746,         293,        859,       817,           0,        551,       206,           0,        745
 207,           306,             101,            201,         21321,              57,           6611,      1751,         309,        927,       830,           0,        561,       207,           0,        738
 208,           309,             103,            203,         21528,              59,           6579,      1765,         315,        871,       824,           0,        556,       208,           0,        733
 209,           310,             103,            203,         21736,              59,           6576,      1760,         297,        863,       828,           0,        556,       209,           0,        729
 210,           311,             103,            205,         21945,              59,           6732,      1777,         299,        870,       835,           0,        560,       210,           0,        751
 211,           312,             103,            202,         22155,              59,           6689,      1776,         297,        867,       846,           0,        564,       211,           0,        744
 212,           313,             103,            203,         22366,              59,           6922,      1781,         297,        864,       852,           0,        562,       212,           0,        870
 213,           314,             103,            201,         22578,              59,           7041,      1846,         312,       1006,       854,           0,       1011,       213,           0,       1188
 214,           315,             103,            205,         22791,              59,           6993,      1848,         310,        913,       857,           0,        590,       214,           0,        809
